store_name,license_id,account_number,square_feet,buffer_size,address,zip_code,community_area_name,community_area,ward,census_tract,census_block,x_coordinate,y_coordinate,latitude,longitude,location,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_rpca_8um6,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_awaf_s7ux
RODRIGUEZ FRUITS & VEGETABLE,18231,7487,2626,B,2458 S ST LOUIS AVE,60623,SOUTH LAWNDALE,30,22,17031300700,170313007003004,1153392.1765289340,1887204.0526751836,41.8463298609,-87.7125513997,"{'latitude': '41.8463298609', 'longitude': '-87.7125513997'}",32,21569,57,755,28,14
ROMAN BROS 1 INC,11900,5925,10001,A,6978 N CLARK ST,60626,ROGERS PARK,1,49,17031010702,170310107022004,1163418.9267608444,1946507.1666877328,42.0088564722,-87.6740803740,"{'latitude': '42.0088564722', 'longitude': '-87.674080374'}",10,21853,9,49,5,3
ROSE-RIDGE FOODS,1145417,216010,3000,B,10500 S MICHIGAN AVE,60628,ROSELAND,49,9,17031490902,170314909022043,1178820.3146104673,1835321.0397012718,41.7034152187,-87.6208096791,"{'latitude': '41.7034152187', 'longitude': '-87.6208096791'}",45,21861,19,236,43,30
ROYLA BLUE FOODS,27007,63611,2500,B,4359 S CAMPBELL AVE,60632,BRIGHTON PARK,58,12,17031580700,170315807003013,1160464.1704940537,1875452.0040422697,41.8139376802,-87.6869220140,"{'latitude': '41.8139376802', 'longitude': '-87.686922014'}",55,22248,56,718,3,29
"R & S DISCOUNT FOOD, WINE, & LIQUOR",8647,4130,2800,B,2425 W DIVERSEY AVE,60647,LOGAN SQUARE,22,1,17031830900,170318309003001,1159580.4238182404,1918486.5731815097,41.9320468510,-87.6889786863,"{'latitude': '41.932046851', 'longitude': '-87.6889786863'}",23,22535,1,240,40,24
SAFAH FOOD & LIQUOR INC,14103,6462,3000,B,7105 S RACINE AVE,60636,ENGLEWOOD,68,17,17031681400,170316814002001,1169589.6794896775,1857650.9933907853,41.7648964002,-87.6539648335,"{'latitude': '41.7648964002', 'longitude': '-87.6539648335'}",66,22257,11,512,32,17
SAHAR INTERNATIONAL SUPERMARKET,2079006,263556,7900,B,4851 N KEDZIE AVE,60625,ALBANY PARK,14,33,17031140100,170311401002004,1154202.4581796473,1932262.2794308440,41.9699575396,-87.7083728782,"{'latitude': '41.9699575396', 'longitude': '-87.7083728782'}",14,21849,20,749,20,2
SAM FOOD AND LIQUOR,8745,4153,3000,B,6812 N SHERIDAN RD,60626,ROGERS PARK,1,49,17031010502,170310105022000,1166934.7086980080,1945473.4134056160,42.0059448161,-87.6611747511,"{'latitude': '42.0059448161', 'longitude': '-87.6611747511'}",10,21853,9,47,5,3
SANABEL GROCERY & BAKERY,2009055,349374,6200,B,4213 N KEDZIE AVE,60618,IRVING PARK,16,33,17031160601,170311606011005,1154336.8155672683,1927899.6055758535,41.9579834025,-87.7079959151,"{'latitude': '41.9579834025', 'longitude': '-87.7079959151'}",16,21538,39,214,20,2
SAVE-A-LOT  #851,1167119,216203,114100,A,10700 S HALSTED ST,60628,MORGAN PARK,75,34,17031750100,170317501001000,1172839.7694387864,1833862.8472874165,41.6995474147,-87.6427519151,"{'latitude': '41.6995474147', 'longitude': '-87.6427519151'}",74,21861,13,315,22,45
SAVE-A-LOT  #852,1145759,216203,14166,A,7240 S STONY ISLAND AVE,60649,SOUTH SHORE,43,5,17031430400,170314304002007,1188030.8853089483,1857120.9566506508,41.7630223653,-87.5863901619,"{'latitude': '41.7630223653', 'longitude': '-87.5863901619'}",39,22538,61,451,37,32
SAVE-A-LOT # 854,1245433,216203,15000,A,7908 S HALSTED ST,60620,AUBURN GRESHAM,71,17,17031710800,170317108001009,1172300.9972507434,1852361.5784177724,41.7503223874,-87.6441824061,"{'latitude': '41.7503223874', 'longitude': '-87.6441824061'}",70,21554,59,487,31,17
SAVE-A-LOT   #856,1222884,216203,12000,A,5555 W NORTH AVE,60639,AUSTIN,25,37,17031250700,170312507004001,1138898.6455569188,1910041.7056745514,41.9092745667,-87.7651877850,"{'latitude': '41.9092745667', 'longitude': '-87.765187785'}",26,22615,5,599,45,4
SAVE-A-LOT  # 858,1272454,216203,12000,A,2858 E 83RD ST,60617,SOUTH CHICAGO,46,7,17031460302,170314603024017,1196917.3210595995,1850533.9718937401,41.7447308395,-87.5540391375,"{'latitude': '41.7447308395', 'longitude': '-87.5540391375'}",42,21202,25,244,37,43
SAVE-A-LOT  #859,1272455,216203,12000,A,420 S PULASKI RD,60624,WEST GARFIELD PARK,26,24,17031260700,170312607002016,1149764.9433465141,1897457.3459149937,41.8745373122,-87.7255969017,"{'latitude': '41.8745373122', 'longitude': '-87.7255969017'}",27,21572,30,675,23,36
SAVE-A-LOT #860,1196076,216203,12500,A,4439 W 63RD ST,60629,WEST LAWN,65,13,17031650301,170316503011004,1147705.0187589796,1862415.0080575915,41.7784159744,-87.7340575715,"{'latitude': '41.7784159744', 'longitude': '-87.7340575715'}",63,21867,58,6,15,23
SAVE-A-LOT  #862,1353496,216203,14800,A,4701 S COTTAGE GROVE AVE,60615,KENWOOD,39,4,17031390400,170313904002002,1182423.8619622332,1874006.3789493397,41.8094892465,-87.6064174294,"{'latitude': '41.8094892465', 'longitude': '-87.6064174294'}",5,21192,10,461,10,1
SAVE-A-LOT # 866,1299911,216203,,A,3939 W OGDEN AVE,60623,NORTH LAWNDALE,29,22,17031843400,170318000000000,1150300.621,1888988.907,41.85128849,-87.72385084,"{'latitude': '41.85128849', 'longitude': '-87.72385084'}",30,21569,57,125,28,14
Save-A-Lot #882,2079367,216203,16290,A,344 E 63RD ST,60637,WASHINGTON PARK,40,20,17031400800,170314008001008,1179590.4356351024,1863353.3344006427,41.7803216101,-87.6171353804,"{'latitude': '41.7803216101', 'longitude': '-87.6171353804'}",7,22260,60,404,4,53
Save-A-Lot #886,2079232,216203,13000,A,148 W 79TH ST,60620,GREATER GRAND CROSSING,69,17,17031691200,170316912002015,1176452.4417566173,1852636.2224414563,41.7509837901,-87.6289614545,"{'latitude': '41.7509837901', 'longitude': '-87.6289614545'}",67,21554,59,495,31,17
SAVEWAY FOOD,1594450,290756,3000,B,313 E 43RD ST,60653,GRAND BOULEVARD,38,3,17031835800,170318358001004,1178918.6961930150,1876526.8703099578,41.8164863247,-87.6191968314,"{'latitude': '41.8164863247', 'longitude': '-87.6191968314'}",4,4301,36,162,9,12
SERRELLI'S FOODS,6981,62794,4000,B,6454 W NORTH AVE,60707,AUSTIN,25,36,17031250500,170312505002029,1132926.4011502701,1909986.6324811890,41.9092298950,-87.7871288207,"{'latitude': '41.909229895', 'longitude': '-87.7871288207'}",26,4454,3,598,7,39
SEVEN ELEVEN,34710,14901,3000,B,1425 W MONTROSE AVE,60613,LAKE VIEW,6,47,17031060100,170310601001000,1165738.5380000000,1929275.8190000000,41.9615238247,-87.6660398556,"{'latitude': '41.9615238247', 'longitude': '-87.6660398556'}",57,21186,53,650,18,13
"SEVEN NINE ELEVEN FOOD MART, INC.",2036,401,4300,B,4884 S ARCHER AVE,60632,ARCHER HEIGHTS,57,14,17031570400,170315704002008,1151496.5124052120,1871991.2033628854,41.8046211506,-87.7199070655,"{'latitude': '41.8046211506', 'longitude': '-87.7199070655'}",54,22248,56,698,8,49
SHOP & SAVE MARKET,1991275,338404,63426,A,5829 S ARCHER AVE,60638,GARFIELD RIDGE,56,23,17031560700,170315607002039,1140672.6484123130,1868781.9760705472,41.7960196245,-87.7596833672,"{'latitude': '41.7960196245', 'longitude': '-87.7596833672'}",53,22268,7,607,6,35
SHOP WISE FOOD,1334440,259101,6000,B,316 W 103RD ST,60628,ROSELAND,49,9,17031490700,170314907003028,1175916.5515061072,1836666.9231696047,41.7071739515,-87.6314024214,"{'latitude': '41.7071739515', 'longitude': '-87.6314024214'}",45,21861,19,569,43,30
"S & K FOOD & LIQUOR, INC.",1544,291,10001,A,7500 S EXCHANGE AVE,60649,SOUTH SHORE,43,7,17031431302,170314313022001,1195140.8124018703,1855715.2977083637,41.7589927618,-87.5603778108,"{'latitude': '41.7589927618', 'longitude': '-87.5603778108'}",39,22538,24,245,37,43
S L PANTRY & GRILL,2013420,17935,2600,B,4759 N SHERIDAN RD,60640,UPTOWN,3,46,17031031501,170310315012001,1168808.0761449307,1932041.4567324752,41.9690466747,-87.6546740590,"{'latitude': '41.9690466747', 'longitude': '-87.654674059'}",31,22616,15,19,39,37
SOLID GOLD,1490386,203033,3300,B,3821 W ROOSEVELT RD,60624,NORTH LAWNDALE,29,24,17031838700,170318387001005,1151058.5080878930,1894398.9495206943,41.8661194940,-87.7209275740,"{'latitude': '41.866119494', 'longitude': '-87.720927574'}",30,21572,57,33,14,36
SOUTH SHORE FOOD MARKET INC.,2008403,349092,3000,B,7501 S JEFFERY BLVD,60649,SOUTH SHORE,43,8,17031431200,170314312002008,1190880.9102572692,1855602.5288156606,41.7587872873,-87.5759934845,"{'latitude': '41.7587872873', 'longitude': '-87.5759934845'}",39,22538,24,420,35,9
S. S. FOOD & LIQUOR,1476109,272992,2703,B,2427 N CLARK ST,60614,LINCOLN PARK,7,43,17031070101,170310701012002,1172706.7078316240,1916520.7436412966,41.9263716974,-87.6408000783,"{'latitude': '41.9263716974', 'longitude': '-87.6408000783'}",68,21190,16,101,34,51
STANLEY'S,15042,6609,10001,A,1558 N ELSTON AVE,60622,WEST TOWN,24,32,17031842300,170318423001025,1166918.6504769705,1910717.9026233566,41.9105746696,-87.6622352294,"{'latitude': '41.9105746696', 'longitude': '-87.6622352294'}",25,22620,49,109,46,16
STEVE FOOD & LIQUOR,47965,11529,3500,B,6058 S RACINE AVE,60636,WEST ENGLEWOOD,67,16,17031670900,170316709001004,1169324.2958758222,1864367.9045050936,41.7833341838,-87.6547432794,"{'latitude': '41.7833341838', 'longitude': '-87.6547432794'}",65,22257,23,278,2,19
STOP & GO FOOD MART,26776,11123,3250,B,1622 W MONTEREY AVE,60643,MORGAN PARK,75,34,17031750600,170317506004009,1167414.1208496818,1830185.8430683510,41.6895747692,-87.6627231456,"{'latitude': '41.6895747692', 'longitude': '-87.6627231456'}",74,22212,13,663,22,45
S & T PROVISION CO INC,12173,6018,10001,A,3804 W 111TH ST,60655,MOUNT GREENWOOD,74,19,17031740300,170317403001022,1152946.9129033936,1830759.5198749772,41.6914459103,-87.7156731039,"{'latitude': '41.6914459103', 'longitude': '-87.7156731039'}",73,4447,33,369,42,33
STRACK & VAN TIL,1798602,308026,65400,A,2627 N ELSTON AVE,60647,LOGAN SQUARE,22,1,17031830900,170318309001006,1161027.1481183649,1917565.4513252670,41.9294892740,-87.6836878249,"{'latitude': '41.929489274', 'longitude': '-87.6836878249'}",23,22535,1,240,41,24
SUN LIQUORS,19461,88712,4350,B,1101 W GRANVILLE AVE,60660,EDGEWATER,77,48,17031030102,170310301022001,1167723.7839086289,1941296.2999737782,41.9944657079,-87.6583928132,"{'latitude': '41.9944657079', 'longitude': '-87.6583928132'}",76,4451,14,46,16,40
SUNRISE FOOD AND LIQUORS,21927,9067,7000,B,3737 W CHICAGO AVE,60651,HUMBOLDT PARK,23,27,17031231500,170312315006001,1151180.7252916180,1905039.0761993781,41.8953147590,-87.7201998415,"{'latitude': '41.895314759', 'longitude': '-87.7201998415'}",24,4299,30,584,46,41
"SUPER DOLLAR AND UP 4, INC.",1597521,291475,4000,B,1604 W 59TH ST,60636,WEST ENGLEWOOD,67,15,670300,170316703001011,1166621.8027281605,1865628.9070289768,41.7868526305,-87.6646155793,"{'latitude': '41.7868526305', 'longitude': '-87.6646155793'}",65,22257,23,385,2,44
SUPER DOLLAR DISCOUNT,2032403,353027,3500,B,4801 S ASHLAND AVE,60609,NEW CITY,61,20,17031611200,170316112002007,1166523.0076939159,1872858.6184143526,41.8066939242,-87.6647716526,"{'latitude': '41.8066939242', 'longitude': '-87.6647716526'}",59,14924,37,677,4,53
"SUPER FOOD & LIQUORS, INC.",40429,15748,4000,B,1049 W BRYN MAWR AVE,60660,EDGEWATER,77,48,17031030701,170310307011001,1168094.0029169165,1937326.2962504618,41.9835639150,-87.6571462910,"{'latitude': '41.983563915', 'longitude': '-87.657146291'}",76,22616,15,145,16,40
SUPER FURNITURE & FOOD MART,2060727,357170,4000,B,5257 S ASHLAND AVE,60609,NEW CITY,61,16,17031611900,170316119001005,1166612.1687413086,1869626.4543659552,41.7978225881,-87.6645368783,"{'latitude': '41.7978225881', 'longitude': '-87.6645368783'}",59,14924,37,790,2,19
SUPERIOR NUT & CANDY  CO.I INC.,1122087,26728,10005,A,1111 W 40TH ST,60609,NEW CITY,61,11,17031842600,170318426002016,1169479.0833399860,1878079.6963200863,41.8209574940,-87.6537783218,"{'latitude': '41.820957494', 'longitude': '-87.6537783218'}",59,14924,37,123,48,26
SUPER JIM'S,37540,33441,4500,B,5147 W DIVISION ST,60651,AUSTIN,25,37,17031251100,170312511004002,1141624.1020559527,1907462.5959686877,41.9021472222,-87.7552393884,"{'latitude': '41.9021472222', 'longitude': '-87.7552393884'}",26,4299,5,585,45,4
SUPERMARKET & TAQUERIA CARO,2014104,310507,4524,B,4937 W 47TH ST,60638,GARFIELD RIDGE,56,23,17031560300,170315603001003,1144086.2047966304,1872974.3142610758,41.8074608778,-87.7470605710,"{'latitude': '41.8074608778', 'longitude': '-87.747060571'}",53,22268,7,605,28,35
SUPER MAS MARKET,1997806,347422,32000,A,1422 W 47TH ST,60609,NEW CITY,61,3,17031842600,170318426002060,1167499.0144743386,1873621.1325798563,41.8087654583,-87.6611701084,"{'latitude': '41.8087654583', 'longitude': '-87.6611701084'}",59,14924,37,123,3,12
SUPERMERCADO ALEX,1772307,4076,9375,B,4134 W 31ST ST,60623,SOUTH LAWNDALE,30,22,17031301803,170313018032019,1149168.2371555963,1883754.7411098608,41.8369472381,-87.7281423632,"{'latitude': '41.8369472381', 'longitude': '-87.7281423632'}",32,21569,57,248,28,14
SUPERMERCADO CHAPALA,32236,86830,10001,A,7117 N CLARK ST,60626,ROGERS PARK,1,49,17031010702,170310107024002,1163327.6427636093,1947643.2360857404,42.0119757995,-87.6743840578,"{'latitude': '42.0119757995', 'longitude': '-87.6743840578'}",10,21853,9,49,5,3
SUPERMERCADO EL CUBANO INC,57265,6678,2750,B,4939 S ASHLAND AVE,60609,NEW CITY,61,20,17031611200,170316112002009,1166552.0704259109,1871797.8096108170,41.8037823230,-87.6646953279,"{'latitude': '41.803782323', 'longitude': '-87.6646953279'}",59,14924,37,677,4,53
SUPERMERCADO EL GUERO #10 INC,39978,10046,10001,A,4023 S ARCHER AVE,60632,BRIGHTON PARK,58,12,17031580600,170315806002005,1158673.0725754036,1877860.2682912191,41.8205830407,-87.6934261660,"{'latitude': '41.8205830407', 'longitude': '-87.693426166'}",55,22248,56,641,1,29
SUPERMERCADO EL GUERO NO. 8,20973,8662,14000,A,2101 W CERMAK RD,60608,LOWER WEST SIDE,31,25,17031841300,170318413001000,1162678.1623507629,1889348.6826840139,41.8520256918,-87.6784122433,"{'latitude': '41.8520256918', 'longitude': '-87.6784122433'}",33,14920,43,204,26,8
SUPER MERCADO EL GUERRO,7546,3857,9375,B,1701 W 47TH ST,60609,NEW CITY,61,20,17031611300,170316113003000,1165786.5456605123,1873500.5832346492,41.8084712383,-87.6674545133,"{'latitude': '41.8084712383', 'longitude': '-87.6674545133'}",59,14924,37,740,3,53
SUPERMERCADO EL MEXICANO,1840895,295467,4387,B,6701 N CLARK ST,60626,ROGERS PARK,1,49,17031830600,170318306002009,1163903.5084818443,1944589.8191825529,42.0035849743,-87.6723519319,"{'latitude': '42.0035849743', 'longitude': '-87.6723519319'}",10,21853,9,242,5,3
SUPERMERCADO GELA'S,67273,20695,3125,B,2701 S LAWNDALE AVE,60623,SOUTH LAWNDALE,30,22,17031301701,170313017012003,1152182.0296592770,1885772.1749317604,41.8424245295,-87.7170303155,"{'latitude': '41.8424245295', 'longitude': '-87.7170303155'}",32,21569,57,227,28,14
SUPERMERCADO GUADALAJARA #2,3991,23651,6000,B,2300 S KEDZIE AVE,60623,SOUTH LAWNDALE,30,24,17031300800,170313008001012,1155346.7012859406,1888503.8028630181,41.8498575327,-87.7053434771,"{'latitude': '41.8498575327', 'longitude': '-87.7053434771'}",32,21569,57,291,1,36
SUPERMERCADO GUERRERO,2042000,354339,3800,B,3100 W CERMAK RD,60623,SOUTH LAWNDALE,30,24,17031841700,170318417001009,1156013.4881838674,1889256.0464354453,41.8519083675,-87.7028759890,"{'latitude': '41.8519083675', 'longitude': '-87.702875989'}",32,21569,57,201,14,36
SUPER MERCADO LA CHIQUITA,6054,3546,9500,B,3555 W 26TH ST,60623,SOUTH LAWNDALE,30,22,17031301600,170313016001005,1152851.9808610491,1886452.8341763410,41.8442791237,-87.7145537663,"{'latitude': '41.8442791237', 'longitude': '-87.7145537663'}",32,21569,57,312,28,14
SUPERMERCADO LA CHIQUTIA # 4,49303,89325,10001,A,2623 S PULASKI RD,60623,SOUTH LAWNDALE,30,22,17031301701,170313017013005,1150175.8952029420,1886162.4972397970,41.8435348913,-87.7243821794,"{'latitude': '41.8435348913', 'longitude': '-87.7243821794'}",32,21569,57,227,28,14
SUPERMERCADO LA VILLA,1800261,313811,9000,B,5020 W FULLERTON AVE,60639,BELMONT CRAGIN,19,31,17031190800,170311908003018,1142420.0085831813,1915530.8797561617,41.9242727136,-87.7521150377,"{'latitude': '41.9242727136', 'longitude': '-87.7521150377'}",19,22615,2,304,17,7
Supermercado Santos,1091886,206261,4000,B,4045 W 31ST ST,60623,SOUTH LAWNDALE,30,22,17031830500,170318305001001,1149716.4048998510,1883686.7191199060,41.8367499608,-87.7261326568,"{'latitude': '41.8367499608', 'longitude': '-87.7261326568'}",32,21569,57,200,28,14
SUPERMERCADO TEPECOA GUERRERO,1493584,277252,3500,B,3629 W 63RD ST,60629,WEST LAWN,65,13,17031650302,170316503021002,1153106.4832857933,1862551.2042888360,41.7786847162,-87.7142516633,"{'latitude': '41.7786847162', 'longitude': '-87.7142516633'}",63,21867,58,238,6,23
"SWEQI FOOD MART, INC.",2055024,356315,2600,B,4100 W NORTH AVE,60639,HUMBOLDT PARK,23,30,17031230500,170312306001001,1148781.2363983027,1910359.3625002722,41.9099608832,-87.7288749604,"{'latitude': '41.9099608832', 'longitude': '-87.7288749604'}",24,22615,2,285,49,27
"SZYMANSKI BROS, INC",18082,86677,3000,B,6016 W IRVING RD,60634,PORTAGE PARK,15,38,17031150502,170311505022015,1135438.8553791242,1926007.8865445100,41.9531497374,-87.7775174877,"{'latitude': '41.9531497374', 'longitude': '-87.7775174877'}",15,22254,52,131,19,25
TAI NAM CORPORATION,34508,88874,10001,A,4925 N BROADWAY,60640,UPTOWN,3,48,17031031200,170310312002004,1167456.9338636997,1933184.8910509632,41.9722135570,-87.6596091001,"{'latitude': '41.972213557', 'longitude': '-87.6596091001'}",31,22616,15,634,16,40
TAI WAH GROCERY,28038,63654,3200,B,2226 S WENTWORTH AVE,60616,ARMOUR SQUARE,34,25,17031841100,170318411004018,1175283.3528655847,1889485.2081982960,41.8521271977,-87.6321439957,"{'latitude': '41.8521271977', 'longitude': '-87.6321439957'}",35,21194,40,3,26,8
THE CELLAR,1574603,286737,5000,B,3106 N HARLEM AVE,60634,DUNNING,17,36,17031170900,170311709001018,1127497.7074494690,1919931.5386714793,41.9366131328,-87.8068475211,"{'latitude': '41.9366131328', 'longitude': '-87.8068475211'}",17,22254,51,424,7,39
THE FISH KEG INC,4908,3299,4000,B,2233 W HOWARD ST,60645,WEST RIDGE,2,49,17031020100,170310201002001,1160144.8366672578,1950322.6250022345,42.0193947424,-87.6860204976,"{'latitude': '42.0193947424', 'longitude': '-87.6860204976'}",20,22528,12,341,5,3
THE MARKET PLACE FOODSTORE,10794,24875,16900,A,521 W DIVERSEY PKWY,60614,LINCOLN PARK,7,43,17031070102,170310701022000,1172301.9044249672,1918839.6941741232,41.9327439571,-87.6422188452,"{'latitude': '41.9327439571', 'longitude': '-87.6422188452'}",68,21190,16,18,34,51
THE NEIGHBORHOOD STORE,47617,16859,4200,B,8313 S RACINE AVE,60620,AUBURN GRESHAM,71,21,17031711000,170317110001007,1169811.7400302970,1849596.0435747341,41.7427877337,-87.6533842508,"{'latitude': '41.7427877337', 'longitude': '-87.6533842508'}",70,21554,59,530,13,18
THE PRODUCE CENTER,44723,16464,12000,A,5820 N MILWAUKEE AVE,60646,NORWOOD PARK,10,45,17031100100,170311001002047,1135086.8091526828,1938439.5468456636,41.9872696368,-87.7785157048,"{'latitude': '41.9872696368', 'longitude': '-87.7785157048'}",36,22532,18,656,50,20
The Unit,2021618,351168,3500,B,2523 E 75TH ST,60649,SOUTH SHORE,43,7,17031431302,170314313022003,1194459.4286159650,1855683.5137392974,41.7589223174,-87.5628760391,"{'latitude': '41.7589223174', 'longitude': '-87.5628760391'}",39,22538,24,245,37,43
THE WAREHOUSE,1843355,315225,6000,B,538 W 119TH ST,60628,WEST PULLMAN,53,34,17031530200,170315302003018,1174692.3796975152,1826020.5579884509,41.6779860017,-87.6362008551,"{'latitude': '41.6779860017', 'longitude': '-87.6362008551'}",50,21861,19,255,22,45
THREE BROTHER,6321,62766,10001,A,900 N FRANCISCO AVE,60622,WEST TOWN,24,26,17031242700,170312427001004,1156842.0502440669,1906097.6996694186,41.8981068159,-87.6993783779,"{'latitude': '41.8981068159', 'longitude': '-87.6993783779'}",25,21560,4,544,49,10
THREE R FOOD,1943396,339315,3000,B,2712 W MONTROSE AVE,60618,ALBANY PARK,14,33,17031140800,170311408002016,1157408.3941064144,1929156.7235252720,41.9613709450,-87.6966693474,"{'latitude': '41.961370945', 'longitude': '-87.6966693474'}",14,21538,20,258,20,2
"THREE ROOSTERS, INC.",1980803,345267,4830,B,12247 S HALSTED ST,60628,WEST PULLMAN,53,34,17031530501,170315305012020,1173256.2444677488,1823452.9262448520,41.6709717654,-87.6415330496,"{'latitude': '41.6709717654', 'longitude': '-87.6415330496'}",50,21861,19,60,22,45
Three Stars Liquors,1488855,274865,4600,B,310 N KOSTNER AVE,60624,WEST GARFIELD PARK,26,28,17031260400,170312604001012,1146960.8395020878,1901550.3419970330,41.8858229904,-87.7357878114,"{'latitude': '41.8858229904', 'longitude': '-87.7357878114'}",27,21572,30,732,23,11
THRIFTY FOOD,1045545,28478,4000,B,928 W WILSON AVE,60640,UPTOWN,3,46,17031031501,170310315013003,1169121.3240440846,1930772.4623173398,41.9655577007,-87.6535592790,"{'latitude': '41.9655577007', 'longitude': '-87.653559279'}",31,22616,15,19,39,37
TIERRA CALIENTE MARKET,1769425,311388,3125,B,1402 N ASHLAND AVE,60622,WEST TOWN,24,1,17031241500,170312415002014,1165430.1932639398,1909440.7182879397,41.9071018181,-87.6677396553,"{'latitude': '41.9071018181', 'longitude': '-87.6677396553'}",25,21560,4,482,11,24
"TONY'S FINER FOODS ENTERPRISES, INC.",1717529,305203,31000,A,4137 N ELSTON AVE,60618,IRVING PARK,16,39,17031160400,170311604001027,1150401.2985076685,1927194.4143455827,41.9561262015,-87.7224828263,"{'latitude': '41.9561262015', 'longitude': '-87.7224828263'}",16,21538,39,364,38,28
"TONY'S FINER FOODS ENTERPRISES, INC.",1717532,305203,33000,A,4608 W BELMONT AVE,60641,PORTAGE PARK,15,30,17031151002,170311510024000,1144945.5029309370,1920912.7847870195,41.9389938243,-87.7426989895,"{'latitude': '41.9389938243', 'longitude': '-87.7426989895'}",15,22618,21,115,21,27
"TONY'S FINER FOODS ENTERPRISES, INC.",1717867,305203,21000,A,3607 W FULLERTON AVE,60647,LOGAN SQUARE,22,35,17031220902,170312209022000,1151897.1085429601,1915676.2582798310,41.9244900940,-87.7172881310,"{'latitude': '41.924490094', 'longitude': '-87.717288131'}",23,22535,1,74,12,15
"TONY'S FINER FOODS ENTERPRISES, INC.",1717568,305203,35000,A,2500 N CENTRAL AVE,60639,BELMONT CRAGIN,19,30,17031190602,170311906022019,1138581.7614314830,1916095.5957976913,41.9258928802,-87.7662048258,"{'latitude': '41.9258928802', 'longitude': '-87.7662048258'}",19,22615,2,58,21,27
TRADER JOE'S,1991799,211718,15000,A,3745 N LINCOLN AVE,60613,NORTH CENTER,5,47,17031050600,170310506002002,1163151.3751743084,1925042.0942621622,41.9499611711,-87.6756711293,"{'latitude': '41.9499611711', 'longitude': '-87.6756711293'}",46,21186,53,644,18,13
TRADER JOE'S EAST,1592120,211718,10615,A,44 E ONTARIO ST,60611,NEAR NORTH SIDE,8,42,17031081500,170310815002008,1176714.0993905573,1904540.6366817990,41.8934080204,-87.6264377426,"{'latitude': '41.8934080204', 'longitude': '-87.6264377426'}",37,21182,6,626,36,22
TRADER JOE'S EAST,1277005,211718,11600,A,1840 N CLYBOURN AVE,60614,LINCOLN PARK,7,32,17031832600,170318326002019,1168978.2443679120,1912136.7918219091,41.9144237141,-87.6546278430,"{'latitude': '41.9144237141', 'longitude': '-87.654627843'}",68,21190,16,168,11,16
TRATTORIA ISABELLA,1842843,320408,3365,B,217 N JEFFERSON ST,60661,NEAR WEST SIDE,28,42,17031280100,170312801001026,1172322.5414348007,1901912.2319896733,41.8862936679,-87.6426439206,"{'latitude': '41.8862936679', 'longitude': '-87.6426439206'}",29,4452,45,784,36,22
TREASURE ISLAND FOODS,1311,85291,10001,A,3460 N BROADWAY,60657,LAKE VIEW,6,44,17031062000,170310620002000,1171266.7178759840,1923235.2110726922,41.9448282656,-87.6458934884,"{'latitude': '41.9448282656', 'longitude': '-87.6458934884'}",57,4449,22,730,25,38
TREASURE ISLAND FOODS,1319,85291,10001,A,680 N LAKE SHORE DR,60611,NEAR NORTH SIDE,8,42,17031081401,170310814012011,1179588.0364358306,1905071.1706646793,41.8947983703,-87.6158666457,"{'latitude': '41.8947983703', 'longitude': '-87.6158666457'}",37,21182,6,158,36,22
TREASURE ISLAND FOODS,1315,85291,10001,A,2121 N CLYBOURN AVE,60614,LINCOLN PARK,7,43,17031832500,170318325002021,1167009.0043373122,1914116.8640973250,41.9198996840,-87.6618055364,"{'latitude': '41.919899684', 'longitude': '-87.6618055364'}",68,21190,16,210,11,51
TREASURE ISLAND FOODS,1307,85291,10001,A,1639 N WELLS ST,60614,LINCOLN PARK,7,43,17031071500,170310715005003,1174435.9795041713,1911410.9826743081,41.9123117952,-87.6345988555,"{'latitude': '41.9123117952', 'longitude': '-87.6345988555'}",68,21190,16,271,11,51
TREASURE ISLAND FOODS INC,1303,85291,10001,A,75 W ELM ST,60610,NEAR NORTH SIDE,8,42,17031081000,170310810001000,1175348.3044341346,1908034.5036140650,41.9030261368,-87.6313487722,"{'latitude': '41.9030261368', 'longitude': '-87.6313487722'}",37,14926,54,310,11,22
TWO BLUE FOODS INC,66710,20549,3000,B,702 E 100TH PL,60628,PULLMAN,50,8,17031500100,170315001004015,1183074.9839932893,1838632.1930885287,41.7124037870,-87.6051275894,"{'latitude': '41.712403787', 'longitude': '-87.6051275894'}",47,21861,19,643,35,9
T & Z MEAT,1974575,343806,3000,B,3021 N CICERO AVE,60641,BELMONT CRAGIN,19,31,17031190100,170311901001017,1143886.9787092437,1919747.4291921414,41.9358159257,-87.7466186972,"{'latitude': '41.9358159257', 'longitude': '-87.7466186972'}",19,22618,21,460,17,7
ULTRA FOODS,1741082,308026,87600,A,3250 W 87TH ST,60652,ASHBURN,70,18,17031700402,170317004023025,1156151.7756444376,1846754.0407316657,41.7352740895,-87.7035112835,"{'latitude': '41.7352740895', 'longitude': '-87.7035112835'}",69,4300,8,198,30,6
VIET HOA PLAZA,10540,85532,6174,B,1051 W ARGYLE ST,60640,UPTOWN,3,48,17031031200,170310312002000,1168165.7555058014,1933540.4916084788,41.9731740098,-87.6569923349,"{'latitude': '41.9731740098', 'longitude': '-87.6569923349'}",31,22616,15,634,16,40
