fund_type,fund_code,fund_description,department_number,department_description,organization_code,division_code,division_description,section_code,section_description,sub_section_code,sub_section_description,schedule_grade,bargaining_unit,title_code,title_description,budgeted_unit,total_budgeted_unit,position_control,budgeted_pay_rate,total_budgeted_amount
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3120,3120 Citywide Regulatory Systems,4145,4145 Inspections and Permits,300,0,601,Director of Information Systems,Annual,1,1,79464.00,79464
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3120,3120 Citywide Regulatory Systems,4145,4145 Inspections and Permits,300,0,310,Project Manager,Annual,1,1,91200.00,91200
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3120,3120 Citywide Regulatory Systems,4145,4145 Inspections and Permits,300,0,310,Project Manager,Annual,1,1,76980.00,76980
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3120,3120 Citywide Regulatory Systems,4147,4147 Business Licenses  Taxes and Investigations,0,9,9777,IT Director (DoIT),Annual,1,1,102708.00,102708
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3120,3120 Citywide Regulatory Systems,4147,4147 Business Licenses  Taxes and Investigations,BX15,10,1912,Project Coordinator,Annual,1,1,73752.00,73752
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3125,3125 Citywide Services Systems,4149,4149 Customer Relationship Management System,100,9,9777,IT Director (DoIT),Annual,1,1,110856.00,110856
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3125,3125 Citywide Services Systems,4149,4149 Customer Relationship Management System,B12,1,690,Help Desk Technician,Annual,1,1,60600.00,60600
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3127,3127 Health Information Technology,4129,4129 Health Enterprise Systems,300,10,659,Principal Data Base Analyst,Annual,1,1,99108.00,99108
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3127,3127 Health Information Technology,4129,4129 Health Enterprise Systems,BX17,10,634,Data Services Administrator,Annual,1,1,80916.00,80916
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3127,3127 Health Information Technology,4129,4129 Health Enterprise Systems,300,10,625,Chief Programmer/Analyst,Annual,1,1,110352.00,110352
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3127,3127 Health Information Technology,4129,4129 Health Enterprise Systems,300,0,601,Director of Information Systems,Annual,1,1,113208.00,113208
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3127,3127 Health Information Technology,4131,4131 Health Technical Operations,300,0,601,Director of Information Systems,Annual,1,1,93912.00,93912
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4167,4167 Application Development,100,9,9777,IT Director (DoIT),Annual,1,1,118332.00,118332
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4167,4167 Application Development,G08,20,635,Senior Programmer/Analyst,Annual,1,1,83100.00,83100
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4167,4167 Application Development,300,10,629,Principal Programmer/Analyst,Annual,1,1,80916.00,80916
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4167,4167 Application Development,0,10,629,Principal Programmer/Analyst,Annual,1,1,79464.00,79464
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4167,4167 Application Development,300,10,625,Chief Programmer/Analyst,Annual,1,1,104772.00,104772
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4171,4171 Application Support,BX15,10,653,Web Author,Annual,1,1,80916.00,80916
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4171,4171 Application Support,G08,4,637,Senior Programmer/Analyst - Per Agreement,Annual,1,1,99648.00,99648
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4172,4172 Geographic Information Systems,100,9,9777,IT Director (DoIT),Annual,1,1,108684.00,108684
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4172,4172 Geographic Information Systems,G08,4,637,Senior Programmer/Analyst - Per Agreement,Annual,2,1,99648.00,199296
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4172,4172 Geographic Information Systems,300,10,624,GIS Data Base Analyst,Annual,1,1,90696.00,90696
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4172,4172 Geographic Information Systems,300,10,624,GIS Data Base Analyst,Annual,1,1,76980.00,76980
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3136,3136 Software Development,4172,4172 Geographic Information Systems,300,10,624,GIS Data Base Analyst,Annual,1,1,76212.00,76212
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3140,3140 Technical Operations,4154,4154 End User Computing Operations,300,0,310,Project Manager,Annual,1,1,94872.00,94872
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3140,3140 Technical Operations,4154,4154 End User Computing Operations,300,0,310,Project Manager,Annual,2,1,75576.00,151152
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3140,3140 Technical Operations,4156,4156 Enterprise Server Operations,300,10,629,Principal Programmer/Analyst,Annual,1,1,102024.00,102024
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3140,3140 Technical Operations,4157,4157 Telecommunication Operations,B09,1,832,Personal Computer Operator II,Annual,1,1,50280.00,50280
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3140,3140 Technical Operations,4157,4157 Telecommunication Operations,B12,1,685,Telephone Equipment Coordinator,Annual,1,1,69648.00,69648
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3140,3140 Technical Operations,4157,4157 Telecommunication Operations,B15,1,627,Senior Telecommunications Specialist,Annual,1,1,83832.00,83832
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3140,3140 Technical Operations,4157,4157 Telecommunication Operations,300,0,610,Manager of Telecommunications,Annual,1,1,112332.00,112332
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3140,3140 Technical Operations,4157,4157 Telecommunication Operations,B17,1,608,Telephone Systems Administrator,Annual,1,1,110748.00,110748
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3205,3205 Security and Data Management,4205,4205 Security,100,9,9777,IT Director (DoIT),Annual,1,1,118080.00,118080
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3205,3205 Security and Data Management,4205,4205 Security,300,0,614,Manager of IS Security and Operations,Annual,1,1,116880.00,116880
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3205,3205 Security and Data Management,4206,4206 Database Administration,300,10,659,Principal Data Base Analyst,Annual,2,1,102024.00,204048
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3205,3205 Security and Data Management,4206,4206 Database Administration,300,20,658,Chief Data Base Analyst,Annual,1,1,110352.00,110352
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3205,3205 Security and Data Management,4206,4206 Database Administration,300,9,311,Projects Administrator,Annual,1,1,105828.00,105828
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3205,3205 Security and Data Management,4206,4206 Database Administration,300,9,311,Projects Administrator,Annual,1,1,97728.00,97728
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3205,3205 Security and Data Management,4206,4206 Database Administration,300,0,310,Project Manager,Annual,1,1,105564.00,105564
Local,100,CORPORATE FUND,6,DOIT,1005,2005,DOIT,3205,3205 Security and Data Management,4207,4207 Reporting,300,20,658,Chief Data Base Analyst,Annual,1,1,110352.00,110352
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,0,9699,Legislative Aide,Annual,2,1,41220.00,82440
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,0,0,9699,Legislative Aide,Annual,1,1,31404.00,31404
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,0,9645,Assistant to the Alderman,Annual,50,1,0.00,0
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,0,9625,Staff Assistant to the Alderman,Annual,100,1,0.00,0
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,9,9619,Sergeant at Arms,Annual,1,1,91980.00,91980
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,89928.00,89928
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,69684.00,69684
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,60408.00,60408
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,59688.00,59688
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,9,9607,Secretary to President Pro-Tem,Annual,1,1,62808.00,62808
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,9,9603,Assistant Council Committee Secretary,Annual,1,1,66048.00,66048
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,9,9603,Assistant Council Committee Secretary,Annual,1,1,63588.00,63588
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,9,9601,Alderman,Annual,19,1,114913.00,2183347
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,9,9601,Alderman,Annual,8,1,112345.00,898760
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,100,9,9601,Alderman,Annual,3,1,110847.00,332541
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,0,9,9601,Alderman,Annual,3,1,104101.00,312303
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,0,9,9601,Alderman,Annual,11,1,108086.00,1188946
Local,100,CORPORATE FUND,15,CITY COUNCIL,1005,2005,CITY COUNCIL,3005,3005 City Council,0, ,0,9,9601,Alderman,Annual,2,1,108203.00,216406
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3010,3010 Administration,0, ,100,0,9709,Assistant Chief Administrative Officer,Annual,1,1,113208.00,113208
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3010,3010 Administration,0, ,0,0,9699,Legislative Aide,Annual,1,1,90696.00,90696
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3010,3010 Administration,0, ,0,0,9699,Legislative Aide,Annual,1,1,31236.00,31236
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3010,3010 Administration,0, ,0,0,9699,Legislative Aide,Annual,1,1,24624.00,24624
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3010,3010 Administration,0, ,100,9,9614,Deputy Chief Administrative Officer,Annual,1,1,145188.00,145188
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3010,3010 Administration,0, ,100,0,9613,Chief Administrative Officer,Annual,1,1,160248.00,160248
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3010,3010 Administration,0, ,100,9,9604,Secretary of Committee on Finance,Annual,1,1,62340.00,62340
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3010,3010 Administration,0, ,0,0,9185,Security Specialist,Annual,2,1,52000.00,104000
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3020,3020 Worker's Compensation and Police and Fire Disability,0, ,100,0,9838,Administrative Staff Investigator,Annual,1,1,57192.00,57192
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3020,3020 Worker's Compensation and Police and Fire Disability,0, ,100,0,9838,Administrative Staff Investigator,Annual,1,1,42180.00,42180
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3020,3020 Worker's Compensation and Police and Fire Disability,0, ,100,0,9837,Chief Investigator,Annual,1,1,69684.00,69684
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3020,3020 Worker's Compensation and Police and Fire Disability,0, ,100,0,9836,Disability Claims Investigator,Annual,1,1,40260.00,40260
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3020,3020 Worker's Compensation and Police and Fire Disability,0, ,100,0,9834,Legislative Research Analyst,Annual,1,1,83940.00,83940
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3020,3020 Worker's Compensation and Police and Fire Disability,0, ,100,0,9727,Director of Workers Compensation,Annual,1,1,119556.00,119556
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3020,3020 Worker's Compensation and Police and Fire Disability,0, ,0,0,9699,Legislative Aide,Annual,1,1,57048.00,57048
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3020,3020 Worker's Compensation and Police and Fire Disability,0, ,0,0,9699,Legislative Aide,Annual,1,1,23520.00,23520
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3025,3025 Legislative Preparation and Research,0, ,100,0,9834,Legislative Research Analyst,Annual,1,1,66648.00,66648
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3025,3025 Legislative Preparation and Research,0, ,0,0,9834,Legislative Research Analyst,Annual,1,1,45240.00,45240
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3025,3025 Legislative Preparation and Research,0, ,0,0,9834,Legislative Research Analyst,Annual,1,1,40944.00,40944
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3025,3025 Legislative Preparation and Research,0, ,0,0,9699,Legislative Aide,Annual,1,1,34248.00,34248
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3030,3030 Information Services,0, ,100,9,9839,Manager - Information Services,Annual,1,1,102552.00,102552
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3030,3030 Information Services,0, ,0,0,9699,Legislative Aide,Annual,1,1,63480.00,63480
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3030,3030 Information Services,0, ,0,0,9699,Legislative Aide,Annual,1,1,37572.00,37572
Local,100,CORPORATE FUND,15,CITY COUNCIL,1010,2010,COMMITTEE ON FINANCE,3030,3030 Information Services,0, ,0,0,9699,Legislative Aide,Annual,1,1,83136.00,83136
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3005,3005 Administration,0, ,100,9,9925,City Clerk,Annual,1,1,133545.00,133545
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3005,3005 Administration,0, ,100,9,9629,Secretary to City Clerk,Annual,1,1,76512.00,76512
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3005,3005 Administration,0, ,300,20,3057,Director of Program Operations,Annual,1,1,83940.00,83940
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3005,3005 Administration,0, ,BX15,20,1302,Administrative Services Officer II,Annual,1,1,88812.00,88812
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3005,3005 Administration,0, ,BX15,20,1302,Administrative Services Officer II,Annual,1,1,70380.00,70380
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3005,3005 Administration,0, ,300,9,315,Deputy City Clerk,Annual,1,1,122832.00,122832
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3005,3005 Administration,0, ,300,9,311,Projects Administrator,Annual,1,1,87924.00,87924
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3005,3005 Administration,0, ,BX16,20,212,Director of Collection Processing,Annual,1,1,97416.00,97416
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3010,3010 Index Division,0, ,B10,1,1614,Proofreader - City Clerk,Annual,1,1,50280.00,50280
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3010,3010 Index Division,0, ,BX13,20,770,Index Editor,Annual,1,1,47424.00,47424
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3010,3010 Index Division,0, ,B11,1,725,Editorial Assistant - City Council,Annual,1,1,69648.00,69648
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3010,3010 Index Division,0, ,B11,1,725,Editorial Assistant - City Council,Annual,1,1,55212.00,55212
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3010,3010 Index Division,0, ,11,1,725,Editorial Assistant - City Council,Annual,1,1,52740.00,52740
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3010,3010 Index Division,0, ,B12,1,432,Supervising Clerk,Annual,1,1,76428.00,76428
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,B10,1,1614,Proofreader - City Clerk,Annual,3,1,48048.00,144144
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,B09,1,832,Personal Computer Operator II,Annual,1,1,55212.00,55212
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,B09,1,832,Personal Computer Operator II,Annual,1,1,48048.00,48048
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,B09,1,832,Personal Computer Operator II,Annual,1,1,45828.00,45828
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,B09,1,832,Personal Computer Operator II,Annual,2,1,43740.00,87480
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,9,1,832,Personal Computer Operator II,Annual,1,1,34380.00,34380
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,9,1,832,Personal Computer Operator II,Annual,1,1,39516.00,39516
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,BX15,20,728,Assistant Managing Editor Council Journal,Annual,1,1,84780.00,84780
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,300,20,727,Managing Editor Council Journal,Annual,1,1,111996.00,111996
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,BX17,20,726,Deputy Managing Editor Council Journal,Annual,1,1,97416.00,97416
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,B11,1,725,Editorial Assistant - City Council,Annual,1,1,55212.00,55212
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,B11,1,725,Editorial Assistant - City Council,Annual,1,1,52740.00,52740
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,BX13,10,696,Reprographics Technician - I/C,Annual,1,1,73752.00,73752
Local,100,CORPORATE FUND,56,IPRA,1005,2005,IPRA,3010,3010 Investigations,0, ,B15,3,9182,Investigator II- IPRA,Annual,1,1,65808.00,65808
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,BX12,10,691,Reprographics Technician IV,Annual,1,1,57648.00,57648
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,BX15,10,653,Web Author,Annual,1,1,62640.00,62640
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,G04,1,502,Archival Specialist,Annual,1,1,53808.00,53808
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,B12,1,432,Supervising Clerk,Annual,1,1,76428.00,76428
Local,100,CORPORATE FUND,25,CITY CLERK,1005,2005,CITY CLERK,3015,3015 City Council Research and Record Service,0, ,BX13,20,308,Staff Assistant,Annual,1,1,57648.00,57648
Local,100,CORPORATE FUND,27,FINANCE,1005,2011,CITY COMPTROLLER,3001,3001 Office of the City Comptroller,0, ,0,9,9927,City Comptroller,Annual,1,1,165000.00,165000
Local,100,CORPORATE FUND,27,FINANCE,1005,2011,CITY COMPTROLLER,3001,3001 Office of the City Comptroller,0, ,0,0,9812,First Deputy Director,Annual,1,1,145008.00,145008
Local,100,CORPORATE FUND,27,FINANCE,1005,2011,CITY COMPTROLLER,3001,3001 Office of the City Comptroller,0, ,0,9,9651,Deputy Comptroller,Annual,1,1,95004.00,95004
Local,100,CORPORATE FUND,27,FINANCE,1005,2011,CITY COMPTROLLER,3001,3001 Office of the City Comptroller,0, ,0,0,1434,Director of Public Information,Annual,1,1,95004.00,95004
Local,100,CORPORATE FUND,27,FINANCE,1005,2011,CITY COMPTROLLER,3001,3001 Office of the City Comptroller,0, ,0,0,362,Assistant to the Director,Annual,1,1,74712.00,74712
Local,100,CORPORATE FUND,27,FINANCE,1005,2011,CITY COMPTROLLER,3001,3001 Office of the City Comptroller,0, ,0,0,306,Assistant Director,Annual,1,1,91656.00,91656
Local,100,CORPORATE FUND,27,FINANCE,1005,2011,CITY COMPTROLLER,3001,3001 Office of the City Comptroller,0, ,0,10,139,Senior Fiscal Policy Analyst,Annual,1,1,82524.00,82524
Local,100,CORPORATE FUND,27,FINANCE,1005,2011,CITY COMPTROLLER,3002,3002 Internal Audit,0, ,0,0,1369,Senior Compliance Officer,Annual,1,1,101700.00,101700
Local,100,CORPORATE FUND,27,FINANCE,1005,2011,CITY COMPTROLLER,3002,3002 Internal Audit,0, ,7,4,193,Auditor III,Annual,2,1,91224.00,182448
