fund_type,department_code,department_description,fund_code,fund_description,organization_code,organization_description,division_code,division_description,section_code,section_description,sub_section_code,schedule_grade,bargaining_unit,title_code,title_description,budgeted_unit,total_budgeted_unit,position_control,budgeted_pay_rate,total_budgeted_amount,sub_section_description
Local,3,OIG,0100,Corporate Fund,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3040,Diversity  Equity  Inclusion  and Compliance,0,3 00,0,1216,Chief of Hiring Oversight,Annual,1,1,104712,104712,
Local,3,OIG,0100,Corporate Fund,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3040,Diversity  Equity  Inclusion  and Compliance,0,3 00,0,0310,Project Manager,Annual,1,1,123996,123996,
Local,3,OIG,0100,Corporate Fund,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3040,Diversity  Equity  Inclusion  and Compliance,0,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4673,4673,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3005,Administration,0,1 00,9,9905,Budget Director,Annual,1,1,175092,175092,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3005,Administration,0,1 00,9,9868,First Deputy Budget Director,Annual,1,1,144204,144204,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3005,Administration,0,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,105420,105420,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3005,Administration,0,BX 15,20,0305,Assistant to the Executive Director,Annual,1,1,96096,96096,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3050,Revenue and Expenditure Analysis,0,1 00,9,9656,Deputy Budget Director,Annual,3,1,122772,368316,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3050,Revenue and Expenditure Analysis,0,3 00,9,1124,Assistant Budget Director,Annual,1,1,103680,103680,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3050,Revenue and Expenditure Analysis,0,3 00,9,1124,Assistant Budget Director,Annual,1,1,100620,100620,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3050,Revenue and Expenditure Analysis,0,GY 07,20,1105,Senior Budget Analyst,Annual,1,1,86856,86856,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3050,Revenue and Expenditure Analysis,0,GY 07,20,1105,Senior Budget Analyst,Annual,3,1,70140,210420,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3050,Revenue and Expenditure Analysis,0,GY 07,20,1105,Senior Budget Analyst,Annual,1,1,67464,67464,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3050,Revenue and Expenditure Analysis,0,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,72744,72744,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3050,Revenue and Expenditure Analysis,0,3 00,0,0229,Chief Revenue Analyst,Annual,1,1,104712,104712,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3050,Revenue and Expenditure Analysis,0,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3638,3638,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3055,Management Initiatives,0,1 00,9,9656,Deputy Budget Director,Annual,1,1,122772,122772,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3060,Compensation Control,0,1 00,9,9684,Deputy Director,Annual,1,1,127776,127776,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3060,Compensation Control,0,3 00,20,1322,Assistant Director of Compensation Control,Annual,1,1,96696,96696,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3060,Compensation Control,0,BX 15,10,1310,Administrative Services Officer II - Excluded,Annual,1,1,83628,83628,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3060,Compensation Control,0,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2624,2624,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3063,Applications,0,GY 09,20,0647,Senior Programmer Analyst - Excluded,Annual,1,1,103716,103716,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3063,Applications,0,3 00,0,0601,Director of Information Systems,Annual,1,1,122772,122772,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3065,Capital / Motor Fuel Tax Administration,0,3 00,9,1124,Assistant Budget Director,Annual,2,1,103680,207360,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3065,Capital / Motor Fuel Tax Administration,0,GY 08,20,1107,Principal Budget Analyst,Annual,1,1,89928,89928,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3065,Capital / Motor Fuel Tax Administration,0,GY 08,20,1107,Principal Budget Analyst,Annual,1,1,78828,78828,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3065,Capital / Motor Fuel Tax Administration,0,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2993,2993,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3070,Data Analytics,0,1 00,9,9656,Deputy Budget Director,Annual,1,1,122772,122772,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3070,Data Analytics,0,GY 08,20,1141,Principal Operations Analyst,Annual,1,1,75408,75408,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3070,Data Analytics,0,GY 05,20,1103,Budget Analyst,Annual,1,1,72840,72840,
Local,5,OBM,0100,Corporate Fund,1005,OBM,2005,Office of Budget and Management,3070,Data Analytics,0,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,274,274,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,0,9699,Legislative Aide,Annual,1,1,44604,44604,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,0,9699,Legislative Aide,Annual,1,1,38820,38820,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9645,Assistant to the Alderman,Annual,50,1,0,0,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9625,Staff Assistant to the Alderman,Annual,100,1,0,0,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9619,Sergeant at Arms,Annual,1,1,105000,105000,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,76572,76572,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,67968,67968,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,65376,65376,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,64584,64584,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9603,Assistant Council Committee Secretary,Annual,1,1,71460,71460,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9603,Assistant Council Committee Secretary,Annual,1,1,70872,70872,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,31,1,123495,3828345,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,3,1,122738,368214,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,3,1,122304,366912,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,1,1,121551,121551,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,1,1,121102,121102,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,1,1,120872,120872,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,1,1,117407,117407,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,1,1,115560,115560,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,1,1,114438,114438,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,1,1,114172,114172,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,3,1,113772,341316,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,1,1,111506,111506,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,1,1,110904,110904,
Local,15,COUNCIL,0100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,1,1,109812,109812,
Local,15,COUNCIL,0100,Corporate Fund,1012,COFA,2012,Council Office of Financial Analysis,3012,Council Office of Financial Analysis,0,1 00,0,9831,Legislative Budget Analyst,Annual,1,1,80016,80016,
Local,15,COUNCIL,0100,Corporate Fund,1012,COFA,2012,Council Office of Financial Analysis,3012,Council Office of Financial Analysis,0,1 00,9,9678,Legislative Fiscal Analyst,Annual,1,1,57024,57024,
Local,15,COUNCIL,0100,Corporate Fund,1012,COFA,2012,Council Office of Financial Analysis,3012,Council Office of Financial Analysis,0,1 00,0,9613,Chief Administrative Officer,Annual,1,1,111144,111144,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,1 00,9,9921,Commissioner of Housing,Annual,1,1,175680,175680,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,144300,144300,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,3 00,20,2901,Director of Planning  Research and Development,Annual,1,1,102636,102636,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,BX 17,10,1985,Coordinator of Economic Development II - Planning and Development,Annual,1,1,91752,91752,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,BX 15,10,1912,Project Coordinator,Annual,1,1,87564,87564,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,3 00,0,1430,Policy Analyst,Annual,1,1,85824,85824,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,3 00,0,1430,Policy Analyst,Annual,1,1,74010,74010,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,61776,61776,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,56280,56280,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,3 00,0,0705,Director of Public Affairs,Annual,1,1,101628,101628,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3030,Administration,0,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3714,3714,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3040,Homeownership Programs,0,BX 17,20,1989,Director of Loan Processing,Annual,1,1,115656,115656,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3040,Homeownership Programs,0,BX 17,20,1989,Director of Loan Processing,Annual,1,1,105420,105420,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3040,Homeownership Programs,0,B 13,1,1987,Loan Processing Officer,Annual,1,1,91824,91824,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3040,Homeownership Programs,0,B 13,1,1987,Loan Processing Officer,Annual,1,1,58020,58020,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3040,Homeownership Programs,0,GY 09,20,1437,Financial Planning Analyst - Excluded,Annual,1,1,85992,85992,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3040,Homeownership Programs,0,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4267,4267,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3045,Construction and Compliance,0,B 13,1,2915,Program Auditor II,Annual,1,1,58020,58020,
Local,21,DOH,0100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3045,Construction and Compliance,0,3 00,9,0313,Assistant Commissioner,Annual,1,1,93864,93864,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3005,Administration,0,1 00,9,9925,City Clerk,Annual,1,1,133545,133545,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3005,Administration,0,1 00,9,9684,Deputy Director,Annual,1,1,105756,105756,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3005,Administration,0,1 00,9,9629,Secretary to City Clerk,Annual,1,1,74160,74160,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3005,Administration,0,BX 15,10,1912,Project Coordinator,Annual,1,1,83628,83628,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3005,Administration,0,B 15,1,1302,Administrative Services Officer II,Annual,1,1,96096,96096,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3005,Administration,0,3 00,0,1246,Director of License Administration,Annual,1,1,85824,85824,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3005,Administration,0,BX 13,10,0378,Administrative Supervisor,Annual,1,1,53736,53736,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3005,Administration,0,BX 13,10,0378,Administrative Supervisor,Annual,1,1,51324,51324,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3005,Administration,0,3 00,9,0315,Deputy City Clerk,Annual,1,1,129072,129072,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3005,Administration,0,3 00,9,0311,Projects Administrator,Annual,1,1,92376,92376,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3005,Administration,0,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4106,4106,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3010,Index Division,0,B 10,1,1614,Proofreader - City Clerk,Annual,2,1,43932,87864,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3010,Index Division,0,BX 13,20,0770,Index Editor,Annual,1,1,70608,70608,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3010,Index Division,0,B 11,1,0725,Editorial Assistant,Annual,1,1,48216,48216,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 10,1,1614,Proofreader - City Clerk,Annual,1,1,52044,52044,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 09,1,0832,Personal Computer Operator II,Annual,1,1,69468,69468,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 09,1,0832,Personal Computer Operator II,Annual,1,1,66336,66336,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 09,1,0832,Personal Computer Operator II,Annual,1,1,63348,63348,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 09,1,0832,Personal Computer Operator II,Annual,1,1,60420,60420,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,3 00,0,0728,Assistant Managing Editor Council Journal,Annual,1,1,92928,92928,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,3 00,20,0727,Managing Editor Council Journal,Annual,1,1,121188,121188,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,1 00,9,0726,Deputy Managing Editor Council Journal,Annual,1,1,110436,110436,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 11,1,0725,Editorial Assistant,Annual,2,1,76248,152496,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 11,1,0725,Editorial Assistant,Annual,1,1,48216,48216,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 13,1,0696,Reprographics Technician - in Charge,Annual,1,1,100716,100716,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 15,1,0653,Web Author,Annual,1,1,91824,91824,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 12,1,0432,Supervising Clerk,Annual,1,1,91824,91824,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 13,1,0308,Staff Assistant,Annual,1,1,87636,87636,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,3 00,0,0306,Assistant Director,Annual,1,1,89304,89304,
Local,25,CLERK,0100,Corporate Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3015,City Council Research and Record Service,0,B 12,1,0303,Administrative Assistant III,Annual,1,1,91824,91824,
Local,27,DOF,0100,Corporate Fund,1005,FINANCE,2011,City Comptroller,3001,Office of the City Comptroller,0,1 00,9,9927,City Comptroller,Annual,1,1,169956,169956,
Local,27,DOF,0100,Corporate Fund,1005,FINANCE,2011,City Comptroller,3001,Office of the City Comptroller,0,1 00,0,9812,First Deputy Director,Annual,1,1,149364,149364,
Local,27,DOF,0100,Corporate Fund,1005,FINANCE,2011,City Comptroller,3001,Office of the City Comptroller,0,1 00,9,9684,Deputy Director,Annual,1,1,124056,124056,
Local,27,DOF,0100,Corporate Fund,1005,FINANCE,2011,City Comptroller,3001,Office of the City Comptroller,0,BX 15,10,0320,Assistant to the Commissioner,Annual,1,1,87564,87564,
Local,27,DOF,0100,Corporate Fund,1005,FINANCE,2011,City Comptroller,3001,Office of the City Comptroller,0,3 00,0,0310,Project Manager,Annual,1,1,90192,90192,
Local,27,DOF,0100,Corporate Fund,1005,FINANCE,2011,City Comptroller,3001,Office of the City Comptroller,0,3 00,0,0306,Assistant Director,Annual,1,1,103680,103680,
Local,27,DOF,0100,Corporate Fund,1005,FINANCE,2011,City Comptroller,3001,Office of the City Comptroller,0,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1117,1117,
Local,27,DOF,0100,Corporate Fund,1005,FINANCE,2011,City Comptroller,3002,Internal Audit,0,B 12,1,0303,Administrative Assistant III,Annual,1,1,87636,87636,
Local,27,DOF,0100,Corporate Fund,1005,FINANCE,2011,City Comptroller,3002,Internal Audit,0,3 00,10,0188,Director of Internal Audit,Annual,1,1,110052,110052,
