fund_type,department_code,department_description,fund_code,fund_description,organization_code,organization_description,division_code,division_description,section_code,section_description,sub_section_code,sub_section_description,schedule_grade,bargaining_unit,title_code,title_description,budgeted_unit,total_budgeted_unit,position_control,budgeted_pay_rate,total_budgeted_amount
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4416,Payments,B 11,1,190,Accounting Technician II,Annual,2,1,80232,160464
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4800,Security Operations,BX 13,10,801,Executive Administrative Assistant I,Annual,1,1,53736,53736
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4411,Revenue Management,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,4617,4617
Local,59,CFD,740,Chicago O'Hare Airport Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4718,Fire Suppression and Rescue,F 5B,87,8817,Captain - EMT,Annual,1,1,124968,124968
Local,67,BUILDINGS,100,Corporate Fund,1005,BUILDINGS,2005,Department of Buildings,3006,Administration,4001,Office of the Commissioner,3 00,0,1430,Policy Analyst,Annual,1,1,91092,91092
Local,70,BACP,100,Corporate Fund,1005,BACP,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,7,1,92136,644952
Local,70,BACP,100,Corporate Fund,1005,BACP,2005,Department of Business Affairs and Consumer Protection,3013,Small Business Center,4041,Assistance and Licensing,BX 17,10,352,Business Consultant Supervisor,Annual,1,1,72024,72024
Local,88,DWM,314,Sewer Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3359,Evaluations,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1887,1887
Local,38,FFM,100,Corporate Fund,1005,Fleet & Facility Management,2126,Bureau of Facility Management,3102,Architecture and Construction,4119,Trades,2 0,54,8244,Foreman of Laborers,Hourly,1,1,43.82,91146
CDBG,31,LAW,0J45,Community Development Block Grant Year XLV,1005,LAW,2515,Code Enforcement,3515,Code Enforcement,0,,L 01,9,1643,Assistant Corporation Counsel I,Annual,1,1,71136,71136
Local,67,BUILDINGS,100,Corporate Fund,1005,BUILDINGS,2005,Department of Buildings,3016,Code Enforcement,4072,Strategic Task Force,T 17,44,2151,Supervising Building/Construction Inspector,Annual,1,1,105900,105900
Local,81,DSS,100,Corporate Fund,1005,COMMISSIONER'S OFFICE,2005,Commissioner's Office,3004,Departmental Administration,4000,Office of the Commissioner,BX 15,10,802,Executive Administrative Assistant II,Annual,1,1,79812,79812
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3005,Administration and Support Services,0,,B 14,1,703,Public Relations Representative III,Annual,1,1,92136,92136
Local,15,CITY COUNCIL,100,Corporate Fund,1005,CITY COUNCIL,2005,City Council,3005,City Council,0,,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,64584,64584
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4421,Air Services Development,BX 15,10,1912,Project Coordinator,Annual,1,1,58968,58968
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3275,Area Criminal Investigation,0,,B 10,1,302,Administrative Assistant II,Annual,2,1,73104,146208
Local,88,DWM,200,Water Fund,1020,WATER SUPPLY,2020,Bureau of Water Supply,3215,Water Treatment,0,,3 00,10,5517,Chief Filtration Engineer,Annual,1,1,116820,116820
Grant,50,DFSS,0Y34,Head Start,1005,FAMILY AND SUPPORT SERVICES,2860,Head Start,3905,Head Start,0,,B 13,1,3914,Support Services Coordinator,Annual,4,1,84024,336096
Local,59,CFD,100,Corporate Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4122,Special Operations,F 3A,87,8820,Firefighter - Per Arbitrators Award - EMT,Annual,1,1,107106,107106
Local,81,DSS,100,Corporate Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,8,7184,Pool Motor Truck Driver,Hourly,138,1,36.45,10462608
Local,59,CFD,100,Corporate Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3104,Operations,4120,Emergency Medical Services,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,968006,968006
Grant,50,DFSS,0Y34,Head Start,1005,FAMILY AND SUPPORT SERVICES,2860,Head Start,3905,Head Start,0,,G 08,4,635,Senior Programmer/Analyst,Annual,1,1,114780,114780
Local,50,DFSS,100,Corporate Fund,1005,FAMILY AND SUPPORT SERVICES,2005,Department of Family and Support Services,3005,Administration,0,,BX 15,10,1310,Administrative Services Officer II - Excluded,Annual,1,1,83628,83628
Local,45,HUMAN RELATIONS,100,Corporate Fund,1005,HUMAN RELATIONS,2005,Commission on Human Relations,3005,Promoting Human Relations,0,,G 06,3,3085,Human Relations Investigator II,Annual,1,1,96360,96360
Local,21,HOUSING,100,Corporate Fund,1005,DEPT OF HOUSING,2010,Department of Housing,3045,Construction and Compliance,0,,B 13,1,2915,Program Auditor II,Annual,1,1,52848,52848
Local,58,OEMC,740,Chicago O'Hare Airport Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3050,City Operations,4145,Traffic Management Authority,I 10,2,9112,Traffic Control Aide,Annual,11,1,64392,708312
Local,59,CFD,100,Corporate Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3106,Administrative Services,4126,Personnel,B 13,1,1301,Administrative Services Officer I,Annual,2,1,80232,160464
Local,54,PLANNING AND DEVELOPMENT,100,Corporate Fund,1005,Planning and Development,2005,Department of Planning and Development,3088,Zoning and Land Use,4029,Zoning Ordinance,B 12,3,1295,Zoning Plan Examiner,Annual,1,1,73104,73104
Local,41,HEALTH,100,Corporate Fund,1005,DEPARTMENT OF PUBLIC HEALTH,2020,Public Health,3052,Environmental Permitting and Inspections,0,,BX 15,10,2080,Supervising Environmental Inspector,Annual,1,1,96096,96096
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3456,Finance Division,4256,Finance Services,3 00,10,123,Fiscal Administrator,Annual,1,1,105420,105420
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3281,Central Investigations Division,4282,Arson Unit,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,3,1,100980,302940
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,E 04,73,9173,Lieutenant,Annual,1,1,113238,113238
Local,88,DWM,200,Water Fund,1020,WATER SUPPLY,2020,Bureau of Water Supply,3215,Water Treatment,0,,2 0,32,5040,Foreman of Electrical Mechanics,Hourly,2,1,51.35,213616
Local,84,CDOT,100,Corporate Fund,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,Labor,4262,Bridges,BX 15,10,7238,Coordinator of Bridge Operations,Annual,1,1,64704,64704
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3458,Professional Counseling Division,0,,D 03,91,9156,Police Officer - Assigned as Supervising Substance Abuse Counselor,Annual,1,1,104502,104502
Local,28,TREASURER,740,Chicago O'Hare Airport Fund,1005,CITY TREASURER,2005,City Treasurer,3015,Financial Reporting,0,,1 00,9,9676,Assistant City Treasurer,Annual,1,1,78792,78792
Local,38,FFM,100,Corporate Fund,1005,Fleet & Facility Management,2126,Bureau of Facility Management,3102,Architecture and Construction,4119,Trades,2 0,39,4630,General Foreman of Painters,Monthly,1,1,10086.27,121035
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2011,City Comptroller,3009,Financial Systems Support,0,,G 07,4,104,Accountant IV,Annual,1,1,105108,105108
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3274,Bureau of Detectives,0,,E 04,73,9173,Lieutenant,Annual,1,1,120252,120252
Local,33,DHR,100,Corporate Fund,1005,HUMAN RESOURCES,2005,Department of Human Resources,3040,Employment Services  Hiring and Compensation,4045,Hiring Classification,BX 12,20,323,Administrative Assistant III - Excluded,Annual,1,1,68472,68472
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2035,Bureau of Technical Services,3316,Services / Records / Response,4271,Records Inquiry Section,E 03,71,9171,Sergeant,Annual,1,1,107988,107988
Local,38,FFM,100,Corporate Fund,1005,Fleet & Facility Management,2126,Bureau of Facility Management,3102,Architecture and Construction,4122,Relocation,B 10,1,431,Clerk IV,Annual,1,1,73104,73104
Local,38,FFM,100,Corporate Fund,1005,Fleet & Facility Management,2103,Bureau of Finance and Administration,3112,Systems and Performance Improvement,4121,Performance Systems and Analysis,BX 16,10,5737,Creative Director,Annual,1,1,91752,91752
Grant,41,HEALTH,0X97,Adult Viral Hepatitis,1005,DEPARTMENT OF PUBLIC HEALTH,2979,Adult Viral Hepatitis,3841,Adult Viral Hepatitis,0,,BX 16,10,3585,Coordinator of Research and Evaluation,Annual,1,1,64704,64704
Local,88,DWM,200,Water Fund,1020,WATER SUPPLY,2020,Bureau of Water Supply,3215,Water Treatment,0,,2 0,45,4223,Custodial Worker,Hourly,4,1,21.65,180128
Local,41,HEALTH,100,Corporate Fund,1005,DEPARTMENT OF PUBLIC HEALTH,2005,Department of Public Health,3008,Epidemiology and Emergency Response,0,,3 00,9,311,Projects Administrator,Annual,1,1,90192,90192
Local,84,CDOT,100,Corporate Fund,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3275,Electrical Construction,4280,Electrical Construction Support,2 0,29,5085,General Foreman of Linemen,Monthly,2,1,10556,253344
Local,31,LAW,0B21,Tax Increment Financing Administration Fund,1005,LAW,2005,Department of Law,3044,Finance and Economic Development,0,,B 12,1,863,Legal Secretary,Annual,1,1,88044,88044
Local,88,DWM,200,Water Fund,1015,ENGINEERING SERVICES,2015,Bureau of Engineering Services,3103,Agency Management,0,,B 13,1,308,Staff Assistant,Annual,1,1,80232,80232
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3292,Special Functions Division,4330,Special Functions Division,D 01,91,9161,Police Officer,Annual,2,1,90024,180048
Local,27,FINANCE,100,Corporate Fund,1005,FINANCE,2015,Financial Strategy and Operations,3016,Financial Strategy,4079,Employee Benefits Management,BX 15,10,1912,Project Coordinator,Annual,1,1,58968,58968
Local,50,DFSS,100,Corporate Fund,1005,FAMILY AND SUPPORT SERVICES,2005,Department of Family and Support Services,3001,Executive Office,0,,BX 17,10,304,Assistant to Commissioner,Annual,1,1,115656,115656
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3286,Patrol Services,4319,District Law Enforcement,E 03,71,9171,Sergeant,Annual,128,1,111474,14268672
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3282,Youth Investigations Division,4285,Special Investigations Unit,E 03,71,9171,Sergeant,Annual,1,1,104628,104628
Local,59,CFD,100,Corporate Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3102,Office of the First Deputy,4108,Administration,BX 15,10,802,Executive Administrative Assistant II,Annual,1,1,96096,96096
Local,73,ANIMAL CARE / CONTROL,100,Corporate Fund,1005,ANIMAL CARE AND CONTROL,2005,Chicago Animal Care and Control,3003,Administration,0,,BX 15,10,1310,Administrative Services Officer II - Excluded,Annual,1,1,96096,96096
Local,38,FFM,100,Corporate Fund,1005,Fleet & Facility Management,2126,Bureau of Facility Management,3101,Facilities Management,4102,Custodial Services,1 00,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,19864,19864
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3292,Special Functions Division,4334,Traffic Section,B 08,1,430,Clerk III,Annual,1,1,57924,57924
Local,41,HEALTH,100,Corporate Fund,1005,DEPARTMENT OF PUBLIC HEALTH,2005,Department of Public Health,3041,Violence Prevention,0,,3 00,20,1441,Coordinating Planner,Annual,1,1,105756,105756
Grant,5,OBM,75,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,GY 07,20,1105,Senior Budget Analyst,Annual,2,1,64320,128640
Local,23,DCASE,355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,DCASE,2015,Department of Cultural Affairs and Special Events,3210,Arts and Creative Industries,4275,Arts and Creative Industries Administration,1 00,9,9679,Deputy Commissioner,Annual,1,1,113376,113376
Local,58,OEMC,353,Emergency Communication Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3010,Operations,4040,Police Dispatch,3 00,57,8604,Supervising Police Communications Operator,Annual,22,1,99024,2178528
CDBG,48,MOPD,0J45,Community Development Block Grant Year XLV,1005,MOPD,2505,Disability Resources,3505,Programs for the Disabled,0,,BX 09,10,3004,Personal Care Attendant II,Annual,1,1,40668,40668
Local,48,MOPD,100,Corporate Fund,1005,MOPD,2005,Mayor's Office for People with Disabilities,3040,Accessibility Compliance,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,1812,1812
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3011,Building and License Enforcement,0,,B 13,1,1617,Paralegal II,Annual,3,1,88044,264132
Local,50,DFSS,100,Corporate Fund,1005,FAMILY AND SUPPORT SERVICES,2005,Department of Family and Support Services,3009,Grant Development  Policy and Planning,0,,1 00,0,3858,Director / Community Liaison,Annual,1,1,75408,75408
Local,58,OEMC,100,Corporate Fund,1010,OEMC,2705,Office of Emergency Management and Communications,3050,City Operations,4145,Traffic Management Authority,BX 15,10,802,Executive Administrative Assistant II,Annual,1,1,64704,64704
Local,70,BACP,100,Corporate Fund,1005,BACP,2005,Department of Business Affairs and Consumer Protection,3012,Small Business Advocacy,0,,B 10,1,302,Administrative Assistant II,Annual,1,1,63600,63600
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4717,Skilled Trades,2 0,39,4634,Painter,Hourly,28,1,46.55,2711072
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3049,Collections  Ownership and Administrative Litigation,0,,4 00,9,163A,Law Clerk,Hourly,24153,0,14.95,361087
CDBG,50,DFSS,0J45,Community Development Block Grant Year XLV,1005,FAMILY AND SUPPORT SERVICES,2520,Workforce Services,3530,Workforce Services Program,0,,1 00,0,44,Fringe Benefits,Annual,0,0,125643,125643
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3292,Special Functions Division,4336,SWAT,D 01,91,9161,Police Officer,Annual,16,1,87006,1392096
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3289,Community Relations,4347,Special Activities Section,E 03,71,9171,Sergeant,Annual,1,1,111474,111474
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4700,Administration Facilities,BX 17,10,7099,Airport Facilities Manager,Annual,1,1,91752,91752
Local,15,CITY COUNCIL,100,Corporate Fund,1010,CITY COUNCIL COMMITTEES,2010,Committee on Finance,3025,Legislative Preparation and Research,0,,1 00,0,9834,Legislative Research Analyst,Annual,1,1,94464,94464
CDBG,21,HOUSING,0J45,Community Development Block Grant Year XLV,1005,DEPT OF HOUSING,2559,Housing Services and Technical Assistance,3559,Housing Services and Assistance,0,,BX 16,20,309,Coordinator of Special Projects,Annual,1,1,83628,83628
Local,30,ADMINISTRATIVE HEARINGS,100,Corporate Fund,1005,ADMINISTRATIVE HEARINGS,2005,Department of Administrative Hearings,3015,Operational Services,4350,Consumer and Environmental Division,B 10,1,302,Administrative Assistant II,Annual,1,1,40020,40020
Local,59,CFD,100,Corporate Fund,1005,Chicago Fire Department,2005,Chicago Fire Department,3108,Support Services,4134,Equipment/Supplies,3 00,89,8763,District Chief,Annual,1,1,173940,173940
Local,91,CPL,346,Library Fund,1005,CHICAGO PUBLIC LIBRARY,2005,Chicago Public Library,3010,References and Circulation Services,0,,B 08,1,447,Senior Library Clerk,Annual,1,1,57924,57924
Local,73,ANIMAL CARE / CONTROL,100,Corporate Fund,1005,ANIMAL CARE AND CONTROL,2005,Chicago Animal Care and Control,3005,Animal Control,0,,I 11,2,3496,Animal Control Officer,Annual,1,1,51012,51012
Local,73,ANIMAL CARE / CONTROL,100,Corporate Fund,1005,ANIMAL CARE AND CONTROL,2005,Chicago Animal Care and Control,3015,Anti-Cruelty,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,2248,2248
Local,85,AVIATION,740,Chicago O'Hare Airport Fund,1005,AVIATION,2015,Chicago-O'Hare International Airport,3015,Chicago-O'Hare International Airport,4626,Vehicle Operations,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,8246,8246
Local,88,DWM,200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3249,Agency Management,4005,Water Agency Management,U 10,53,417,District Clerk,Annual,1,1,66576,66576
Local,30,ADMINISTRATIVE HEARINGS,100,Corporate Fund,1005,ADMINISTRATIVE HEARINGS,2005,Department of Administrative Hearings,3015,Operational Services,4350,Consumer and Environmental Division,B 10,1,302,Administrative Assistant II,Annual,1,1,73104,73104
CDBG,48,MOPD,0J45,Community Development Block Grant Year XLV,1005,MOPD,2525,Home Mod Program,3535,Home Mod,0,,1 00,0,44,Fringe Benefits,Annual,0,0,74694,74694
Local,57,CPD,100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3286,Patrol Services,4319,District Law Enforcement,B 10,1,9116,Police Administrative Aide,Annual,22,1,40020,880440
Local,84,CDOT,310,Motor Fuel Tax Fund,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,Electrical Operations and Maintenance,4273,Street Light Maintenance,2 0,29,5083,Foreman of Lineman,Hourly,4,1,56.9,473408
Local,31,LAW,100,Corporate Fund,1005,LAW,2005,Department of Law,3046,Revenue Litigation,4021,Corporate Litigation,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,107988,107988
Local,84,CDOT,100,Corporate Fund,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3140,Sign Management,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,8755,8755
Local,54,PLANNING AND DEVELOPMENT,100,Corporate Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4037,Historic Preservation,G 05,4,1403,City Planner III,Annual,1,1,57120,57120
