fund_type,department_code,department_description,fund_code,fund_description,organization_code,division_code,division_description,section_code,section_description,sub_section_code,schedule_grade,bargaining_unit,title_code,title_description,budgeted_unit,total_budgeted_unit,position_control,budgeted_pay_rate,total_budgeted_amount,sub_section_description
LOCAL,3,IG,314,SEWER FUND,1005,2005,OFFICE OF INSPECTOR GENERAL,3726,Audit and Policy Review,0,3 0,0,1430,Policy Analyst,Annual,1,1,52500.00,52500.00,
LOCAL,3,IG,740,O'HARE REVENUE FUND,1005,2005,OFFICE OF INSPECTOR GENERAL,3726,Audit and Policy Review,0,3 0,10,1270,Special Assistant - IG,Annual,1,1,69684.00,69684.00,
LOCAL,3,IG,740,O'HARE REVENUE FUND,1005,2005,OFFICE OF INSPECTOR GENERAL,3726,Audit and Policy Review,0,3 0,0,151,Auditor - IG,Annual,2,1,66180.00,132360.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3005,Administration,0,1 0,9,9905,Budget Director,Annual,1,1,169992.00,169992.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3005,Administration,0,1 0,9,9868,First Deputy Budget Director,Annual,1,1,140004.00,140004.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3005,Administration,0,3 0,0,705,Director Public Affairs,Annual,1,1,96456.00,96456.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3005,Administration,0,BX 15,20,305,Assistant to the Director,Annual,1,1,54492.00,54492.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3005,Administration,0,BX 15,20,305,Assistant to the Director,Annual,1,1,84780.00,84780.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3011,Budget Preparation and Execution,4014,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,0,0,Regulatory Analysis
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3011,Budget Preparation and Execution,4015,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,0,0,Operational Analysis
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3016,Management Initiatives,4018,BX 17,20,126,Financial Officer,Annual,0,0,0,0,Performance Monitoring
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3016,Management Initiatives,4018,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,0,0,Performance Monitoring
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3020,Compensation Appropriation Control,0,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,0,0,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3035,Return to Work,0,2 0,10,6344,Watchman - TRTW,Hourly,0,0,0,0,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3035,Return to Work,0,BX 8,10,6343,Unit Assistant - TRTW,Annual,0,0,0,0,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3035,Return to Work,0,BX 8,10,6342,Data Entry Operator - TRTW,Annual,0,0,0,0,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3035,Return to Work,0,BX 8,10,6341,Clerk III - TRTW,Annual,0,0,0,0,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3035,Return to Work,0,BX 6,10,6340,Clerk II - TRTW,Annual,0,0,0,0,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,0B21,TIF ADMINISTRATION,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3040,TIF Administration,0,3 0,10,1439,Financial Planning Analyst,Annual,1,1,77748.00,77748.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,0B21,TIF ADMINISTRATION,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3040,TIF Administration,0,3 0,0,306,Assistant Director,Annual,1,1,87552.00,87552.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3050,Revenue and Expenditure Analysis,0,1 0,9,9656,Deputy Budget Director,Annual,1,1,110880.00,110880.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3050,Revenue and Expenditure Analysis,0,1 0,9,9656,Deputy Budget Director,Annual,1,1,113208.00,113208.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,200,WATER FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3050,Revenue and Expenditure Analysis,0,1 0,9,9656,Deputy Budget Director,Annual,1,1,110880.00,110880.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3050,Revenue and Expenditure Analysis,0,GY 8,20,1141,Principal Operations Analyst,Annual,1,1,87660.00,87660.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3050,Revenue and Expenditure Analysis,0,3 0,9,1124,Assistant Budget Director,Annual,1,1,82500.00,82500.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3050,Revenue and Expenditure Analysis,0,GY 7,20,1105,Senior Budget Analyst,Annual,2,1,80256.00,160512.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,740,O'HARE REVENUE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3050,Revenue and Expenditure Analysis,0,GY 7,20,1105,Senior Budget Analyst,Annual,1,1,59436.00,59436.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3050,Revenue and Expenditure Analysis,0,3 0,0,229,Chief Revenue Analyst,Annual,1,1,96768.00,96768.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3050,Revenue and Expenditure Analysis,0,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,0,0,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3055,Management Initiatives,0,3 0,9,1124,Assistant Budget Director,Annual,1,1,82500.00,82500.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3055,Management Initiatives,0,BX 13,20,366,Staff Assistant - Excluded,Annual,1,1,63276.00,63276.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3055,Management Initiatives,0,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,548,548,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3060,Compensation and Technical Processing,0,GY 8,20,635,Senior Programmer/Analyst,Annual,1,1,76116.00,76116.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3060,Compensation and Technical Processing,0,3 0,0,601,Director of Information Systems,Annual,1,1,109032.00,109032.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3060,Compensation and Technical Processing,0,BX 15,20,305,Assistant to the Director,Annual,1,1,57084.00,57084.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3060,Compensation and Technical Processing,0,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,2598.00,2598.00,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3095,Return to Work,0,2 0,10,6344,Watchman - TRTW,Hourly,0,0,19.91,0,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3095,Return to Work,0,BX 8,10,6343,Unit Assistant - TRTW,Annual,0,0,28452.00,0,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3095,Return to Work,0,BX 8,10,6342,Data Entry Operator - TRTW,Annual,0,0,28452.00,0,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3095,Return to Work,0,BX 8,10,6341,Clerk III - TRTW,Annual,0,0,28452.00,0,
LOCAL,5,OFFICE OF BUDGET & MANAGEMENT,100,CORPORATE FUND,1005,2005,OFFICE OF BUDGET & MANAGEMENT,3095,Return to Work,0,BX 6,10,6340,Clerk II - TRTW,Annual,0,0,25932.00,0,
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4105,1 0,9,9906,Chief Information Officer,Annual,1,1,141840.00,141840.00,Office of the CIO
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4105,1 0,9,9776,Managing Deputy Chief Information Officer,Annual,1,1,123624.00,123624.00,Office of the CIO
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4105,1 0,9,9775,First Deputy Chief Information Officer,Annual,1,1,128304.00,128304.00,Office of the CIO
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4105,BX 15,10,320,Assistant to the Commissioner,Annual,1,1,77280.00,77280.00,Office of the CIO
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4105,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,2121.00,2121.00,Office of the CIO
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4106,1 0,9,9777,IT Director (DoIT),Annual,1,1,115008.00,115008.00,Community Broadband and Digital Inclusion
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4107,1 0,9,9777,IT Director (DoIT),Annual,1,1,109860.00,109860.00,Business Development Management
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4107,1 0,9,9777,IT Director (DoIT),Annual,1,1,116868.00,116868.00,Business Development Management
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4107,3 0,10,629,Principal Programmer/Analyst,Annual,1,1,102024.00,102024.00,Business Development Management
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4108,3 0,0,310,Project Manager,Annual,1,1,76116.00,76116.00,Project Management Office
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4108,3 0,0,310,Project Manager,Annual,3,1,93504.00,280512.00,Project Management Office
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4110,BX 16,20,1304,Supervisor of Personnel Services,Annual,1,1,77280.00,77280.00,Finance and Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4110,BX 17,10,345,Contracts Coordinator,Annual,1,1,88812.00,88812.00,Finance and Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4110,BX 13,20,308,Staff Assistant,Annual,1,1,54492.00,54492.00,Finance and Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4110,BX 15,10,134,Financial Analyst,Annual,1,1,80916.00,80916.00,Finance and Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4110,3 0,0,118,Director of Finance,Annual,1,1,90252.00,90252.00,Finance and Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4110,G 5,4,102,Accountant II,Annual,1,1,76524.00,76524.00,Finance and Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3105,Citywide IT Administration,4110,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,5193.00,5193.00,Finance and Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3110,Enterprise Architect Management,4111,1 0,9,9778,Assistant Chief Information Officer,Annual,1,1,105828.00,105828.00,Green IT Architecture
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3110,Enterprise Architect Management,4116,3 0,0,310,Project Manager,Annual,1,1,102708.00,102708.00,Server and Storage Architecture
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3110,Enterprise Architect Management,4119,1 0,9,9777,IT Director (DoIT),Annual,1,1,118080.00,118080.00,Network Architecture
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3110,Enterprise Architect Management,4119,3 0,0,310,Project Manager,Annual,1,1,99336.00,99336.00,Network Architecture
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3115,Citywide Financial Systems,4130,1 0,9,9778,Assistant Chief Information Officer,Annual,1,1,91632.00,91632.00,Financial Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3115,Citywide Financial Systems,4130,1 0,9,9777,IT Director (DoIT),Annual,1,1,111216.00,111216.00,Financial Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3115,Citywide Financial Systems,4130,3 0,10,625,Chief Programmer/Analyst,Annual,1,1,110352.00,110352.00,Financial Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3115,Citywide Financial Systems,4130,3 0,9,311,Projects Administrator,Annual,1,1,104352.00,104352.00,Financial Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3115,Citywide Financial Systems,4140,1 0,9,9778,Assistant Chief Information Officer,Annual,1,1,88476.00,88476.00,HR\Payroll Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3115,Citywide Financial Systems,4140,3 0,10,629,Principal Programmer/Analyst,Annual,1,1,83100.00,83100.00,HR\Payroll Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3120,Citywide Regulatory Systems,4145,1 0,9,9778,Assistant Chief Information Officer,Annual,1,1,92040.00,92040.00,Inspections and Permits
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3120,Citywide Regulatory Systems,4145,1 0,9,9777,IT Director (DoIT),Annual,1,1,118080.00,118080.00,Inspections and Permits
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3120,Citywide Regulatory Systems,4145,3 0,0,601,Director of Information Systems,Annual,1,1,79464.00,79464.00,Inspections and Permits
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3120,Citywide Regulatory Systems,4145,3 0,0,310,Project Manager,Annual,1,1,76980.00,76980.00,Inspections and Permits
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3120,Citywide Regulatory Systems,4145,3 0,0,310,Project Manager,Annual,1,1,91200.00,91200.00,Inspections and Permits
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3120,Citywide Regulatory Systems,4147,1 0,9,9777,IT Director (DoIT),Annual,1,1,102708.00,102708.00,Business Licenses  Taxes and Investigations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3120,Citywide Regulatory Systems,4147,BX 15,10,1912,Project Coordinator,Annual,1,1,73752.00,73752.00,Business Licenses  Taxes and Investigations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3125,Citywide Services Systems,4149,1 0,9,9777,IT Director (DoIT),Annual,1,1,110856.00,110856.00,Customer Relationship Management System
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3125,Citywide Services Systems,4149,B 12,1,690,Help Desk Technician,Annual,1,1,60600.00,60600.00,Customer Relationship Management System
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3125,Citywide Services Systems,4149,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,0,0,Customer Relationship Management System
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3127,Health Information Technology,4129,3 0,10,659,Principal Data Base Analyst,Annual,1,1,99108.00,99108.00,Health Enterprise Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3127,Health Information Technology,4129,BX 17,10,634,Data Services Administrator,Annual,1,1,80916.00,80916.00,Health Enterprise Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3127,Health Information Technology,4129,3 0,10,625,Chief Programmer/Analyst,Annual,1,1,110352.00,110352.00,Health Enterprise Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3127,Health Information Technology,4129,3 0,0,601,Director of Information Systems,Annual,1,1,113208.00,113208.00,Health Enterprise Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3127,Health Information Technology,4131,3 0,0,601,Director of Information Systems,Annual,1,1,93912.00,93912.00,Health Technical Operations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4167,1 0,9,9777,IT Director (DoIT),Annual,1,1,118332.00,118332.00,Application Development
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4167,GY 8,20,635,Senior Programmer/Analyst,Annual,1,1,83100.00,83100.00,Application Development
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4167,3 0,10,629,Principal Programmer/Analyst,Annual,1,1,79464.00,79464.00,Application Development
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4167,3 0,10,629,Principal Programmer/Analyst,Annual,1,1,80916.00,80916.00,Application Development
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4167,3 0,10,625,Chief Programmer/Analyst,Annual,1,1,104772.00,104772.00,Application Development
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4167,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,3830.00,3830.00,Application Development
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4171,BX 15,10,653,Web Author,Annual,1,1,80916.00,80916.00,Application Support
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4171,G 8,4,637,Senior Programmer/Analyst - Per Agreement,Annual,1,1,99648.00,99648.00,Application Support
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4171,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,2576.00,2576.00,Application Support
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4172,1 0,9,9777,IT Director (DoIT),Annual,1,1,108684.00,108684.00,Geographic Information Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4172,G 8,4,637,Senior Programmer/Analyst - Per Agreement,Annual,2,1,99648.00,199296.00,Geographic Information Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4172,3 0,10,624,GIS Data Base Analyst,Annual,1,1,76212.00,76212.00,Geographic Information Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4172,3 0,10,624,GIS Data Base Analyst,Annual,1,1,76980.00,76980.00,Geographic Information Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3136,Software Development,4172,3 0,10,624,GIS Data Base Analyst,Annual,1,1,90696.00,90696.00,Geographic Information Systems
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3140,Technical Operations,4154,3 0,0,310,Project Manager,Annual,1,1,94872.00,94872.00,End User Computing Operations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3140,Technical Operations,4154,3 0,0,310,Project Manager,Annual,2,1,75576.00,151152.00,End User Computing Operations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3140,Technical Operations,4156,3 0,10,629,Principal Programmer/Analyst,Annual,1,1,102024.00,102024.00,Enterprise Server Operations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3140,Technical Operations,4157,2 0,32,5035,Electrical Mechanic,Hourly,0,0,40.4,0,Telecommunication Operations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3140,Technical Operations,4157,B 9,1,832,Personal Computer Operator II,Annual,1,1,50280.00,50280.00,Telecommunication Operations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3140,Technical Operations,4157,B 12,1,685,Telephone Equipment Coordinator,Annual,1,1,69648.00,69648.00,Telecommunication Operations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3140,Technical Operations,4157,B 15,1,627,Senior Telecommunications Specialist,Annual,1,1,83832.00,83832.00,Telecommunication Operations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3140,Technical Operations,4157,3 0,0,610,Manager of Telecommunications,Annual,1,1,112332.00,112332.00,Telecommunication Operations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3140,Technical Operations,4157,B 17,1,608,Telephone Systems Administrator,Annual,1,1,110748.00,110748.00,Telecommunication Operations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3140,Technical Operations,4157,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,0,0,Telecommunication Operations
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3205,Security and Data Management,4205,1 0,9,9777,IT Director (DoIT),Annual,1,1,118080.00,118080.00,Security
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3205,Security and Data Management,4205,3 0,0,614,Manager of IS Security and Operations,Annual,1,1,116880.00,116880.00,Security
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3205,Security and Data Management,4206,3 0,10,659,Principal Data Base Analyst,Annual,2,1,102024.00,204048.00,Database Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3205,Security and Data Management,4206,3 0,20,658,Chief Data Base Analyst,Annual,1,1,110352.00,110352.00,Database Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3205,Security and Data Management,4206,3 0,9,311,Projects Administrator,Annual,1,1,97728.00,97728.00,Database Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3205,Security and Data Management,4206,3 0,9,311,Projects Administrator,Annual,1,1,105828.00,105828.00,Database Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3205,Security and Data Management,4206,3 0,0,310,Project Manager,Annual,1,1,105564.00,105564.00,Database Administration
LOCAL,6,DOIT,100,CORPORATE FUND,1005,2005,DOIT,3205,Security and Data Management,4207,3 0,20,658,Chief Data Base Analyst,Annual,1,1,110352.00,110352.00,Reporting
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,0,9699,Legislative Aide,Annual,1,1,31404.00,31404.00,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,0,9699,Legislative Aide,Annual,2,1,41220.00,82440.00,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,9,9645,Assistant to the Alderman,Annual,50,1,0,0,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,9,9625,Staff Assistant to the Alderman,Annual,100,1,0,0,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,9,9619,Sergeant at Arms,Annual,1,1,91980.00,91980.00,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,59688.00,59688.00,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,60408.00,60408.00,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,69684.00,69684.00,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,89928.00,89928.00,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,9,9607,Secretary to President Pro-Tem,Annual,1,1,62808.00,62808.00,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,9,9603,Assistant Council Committee Secretary,Annual,1,1,63588.00,63588.00,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,9,9603,Assistant Council Committee Secretary,Annual,1,1,66048.00,66048.00,
LOCAL,15,CITY COUNCIL,100,CORPORATE FUND,1005,2005,CITY COUNCIL,3005,City Council,0,1 0,9,9601,Alderman,Annual,1,1,108203.00,108203.00,
