fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0100,CORPORATE FUND,38,DAIS,2140,FLEET OPERATIONS,245,REIMBURSEMENT TO TRAVELERS,10000
LOCAL,0100,CORPORATE FUND,38,DAIS,2140,FLEET OPERATIONS,319,CLOTHING,11715
LOCAL,0100,CORPORATE FUND,38,DAIS,2140,FLEET OPERATIONS,338,LICENSE STICKER TAG AND PLATES,98880
LOCAL,0100,CORPORATE FUND,38,DAIS,2140,FLEET OPERATIONS,340,MATERIAL AND SUPPLIES,49320
LOCAL,0100,CORPORATE FUND,38,DAIS,2140,FLEET OPERATIONS,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,4201
LOCAL,0100,CORPORATE FUND,38,DAIS,2140,FLEET OPERATIONS,345,APPARATUS AND INSTRUMENTS,45140
LOCAL,0100,CORPORATE FUND,38,DAIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,21006579
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,5,SALARIES AND WAGES - ON PAYROLL,9469950
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,15,SCHEDULE SALARY ADJUSTMENTS,43619
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,39,STUDENT AS TRAINEES,78000
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,130,POSTAGE,100
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,138,IT MAINTENANCE,2834711
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,140,PROFESSIONAL AND TECHNICAL SERVICES,988354
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,149,SOFTWARE MAINTENANCE AND LICENSING,9527609
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,162,REPAIR/MAINT EQUIPMENT,1518803
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,166,DUES  SUBSC & MEM,109849
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,169,TECHNICAL MEETING COSTS,80700
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,181,MOBILE COMMUNICATION SERVICES,30000
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,190,TELEPHONE - CENTREX BILLINGS,25190
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,196,DATA CIRCUITS,699037
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,197,TELEPHONE - MAINTENANCE,9505
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,245,REIMBURSEMENT TO TRAVELERS,5000
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,270,LOCAL TRANSPORTATION,900
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,340,MATERIAL AND SUPPLIES,7850
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,348,BOOKS AND RELATED MATERIAL,2700
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,350,STATIONERY AND OFFICE SUPPLIES,6750
LOCAL,0100,CORPORATE FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,9438,REIMBURSEMENT - DAIS,100000
LOCAL,0200,WATER FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,125,OFFICE AND BUILDING SERVICES,445780
LOCAL,0200,WATER FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,88627
LOCAL,0200,WATER FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SANITATION SUPPLIES,6462
LOCAL,0200,WATER FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,171104
LOCAL,0200,WATER FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,340191
LOCAL,0200,WATER FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,1192193
LOCAL,0200,WATER FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,230156
LOCAL,0200,WATER FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,9484761
LOCAL,0200,WATER FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,12329159
LOCAL,0200,WATER FUND,38,DAIS,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,4421641
LOCAL,0200,WATER FUND,38,DAIS,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,45022
LOCAL,0200,WATER FUND,38,DAIS,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,2093
LOCAL,0200,WATER FUND,38,DAIS,2140,FLEET OPERATIONS,20,OVERTIME,120000
LOCAL,0200,WATER FUND,38,DAIS,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,395810
LOCAL,0200,WATER FUND,38,DAIS,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,24253
LOCAL,0200,WATER FUND,38,DAIS,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,107000
LOCAL,0200,WATER FUND,38,DAIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,207334
LOCAL,0200,WATER FUND,38,DAIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,1796157
LOCAL,0200,WATER FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,138,IT MAINTENANCE,973000
LOCAL,0200,WATER FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,139,IT DEVELOPMENT,820000
LOCAL,0200,WATER FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,140,PROFESSIONAL AND TECHNICAL SERVICES,4716554
LOCAL,0200,WATER FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,149,SOFTWARE MAINTENANCE AND LICENSING,125257
LOCAL,0200,WATER FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,197,TELEPHONE - MAINTENANCE,21593
LOCAL,0300,VEHICLE FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,125,OFFICE AND BUILDING SERVICES,896778
LOCAL,0300,VEHICLE FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,875330
LOCAL,0300,VEHICLE FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SANITATION SUPPLIES,39579
LOCAL,0300,VEHICLE FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,340,MATERIAL AND SUPPLIES,300000
LOCAL,0300,VEHICLE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,4591418
LOCAL,0300,VEHICLE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,2876002
LOCAL,0300,VEHICLE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,5804601
LOCAL,0300,VEHICLE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,1039952
LOCAL,0300,VEHICLE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,939899
LOCAL,0300,VEHICLE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,343043
LOCAL,0300,VEHICLE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,1853810
LOCAL,0300,VEHICLE FUND,38,DAIS,2140,FLEET OPERATIONS,159,LEASE/PURCHASE EQUIPMENT,53040
LOCAL,0300,VEHICLE FUND,38,DAIS,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,56000
LOCAL,0310,MOTOR FUEL TAX FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,332,ELECTRICITY - STREET LIGHTING,14659391
LOCAL,0314,SEWER FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,123194
LOCAL,0314,SEWER FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,414788
LOCAL,0314,SEWER FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,587200
LOCAL,0314,SEWER FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,221131
LOCAL,0314,SEWER FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,20650
LOCAL,0314,SEWER FUND,38,DAIS,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,2676115
LOCAL,0314,SEWER FUND,38,DAIS,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,29890
LOCAL,0314,SEWER FUND,38,DAIS,2140,FLEET OPERATIONS,20,OVERTIME,60000
LOCAL,0314,SEWER FUND,38,DAIS,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,199670
LOCAL,0314,SEWER FUND,38,DAIS,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,12126
LOCAL,0314,SEWER FUND,38,DAIS,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,107000
LOCAL,0314,SEWER FUND,38,DAIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,106808
LOCAL,0314,SEWER FUND,38,DAIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,899600
LOCAL,0346,LIBRARY FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,20,OVERTIME,340000
LOCAL,0346,LIBRARY FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,125,OFFICE AND BUILDING SERVICES,4168805
LOCAL,0346,LIBRARY FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,4789915
LOCAL,0346,LIBRARY FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,160,REPAIR/MAINT PROPERTY,631000
LOCAL,0346,LIBRARY FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,161,MAINT FACILITIES,100000
LOCAL,0346,LIBRARY FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,162,REPAIR/MAINT EQUIPMENT,300000
LOCAL,0346,LIBRARY FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SANITATION SUPPLIES,219895
LOCAL,0346,LIBRARY FUND,38,DAIS,2126,BUREAU OF FACILITY MANAGEMENT,340,MATERIAL AND SUPPLIES,670000
LOCAL,0346,LIBRARY FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,1590690
LOCAL,0346,LIBRARY FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,26645
LOCAL,0346,LIBRARY FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,9441
LOCAL,0346,LIBRARY FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,608202
LOCAL,0346,LIBRARY FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,3173378
LOCAL,0346,LIBRARY FUND,38,DAIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,14485
LOCAL,0346,LIBRARY FUND,38,DAIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,19035
LOCAL,0346,LIBRARY FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,5,SALARIES AND WAGES - ON PAYROLL,1240434
LOCAL,0346,LIBRARY FUND,38,DAIS,2145,INFORMATION TECHNOLOGY,15,SCHEDULE SALARY ADJUSTMENTS,2936
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,20533
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,381267
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,288201
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,775979
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,5717547
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,1405493
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,13942
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,20,OVERTIME,115000
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,208480
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,148,TESTING AND INSPECTING,3800
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,15026
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,22650
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,325006
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,338,LICENSE STICKER TAG AND PLATES,2500
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,820
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,717791
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,440,MACHINERY AND EQUIPMENT,21011
LOCAL,0610,MIDWAY AIRPORT FUND,38,DAIS,2140,FLEET OPERATIONS,450,VEHICLES,380000
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,41064
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,443359
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHICLE DIESEL FUEL,2446732
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,928579
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,4610668
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,19261
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,20790354
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,8235027
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,91865
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,6231
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,20,OVERTIME,700000
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,925000
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,148,TESTING AND INSPECTING,6800
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,52722
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,363638
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,1248421
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,338,LICENSE STICKER TAG AND PLATES,6798
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,955
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,3151567
LOCAL,0740,O HARE REVENUE FUND,38,DAIS,2140,FLEET OPERATIONS,440,MACHINERY AND EQUIPMENT,32771
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,5,SALARIES AND WAGES - ON PAYROLL,6121897
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,20,OVERTIME,499800
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,55,EXTRA HIRE,1179808
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,130,POSTAGE,245905
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,138,IT MAINTENANCE,640084
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,140,PROFESSIONAL AND TECHNICAL SERVICES,725760
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,143,COURT REPORTING,21480
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,145,LEGAL EXPENSES,1840090
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,149,SOFTWARE MAINTENANCE AND LICENSING,1343431
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,150,OUTSIDE GRAPHIC SERVICES,101220
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,152,ADVERTISING,28000
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,154,RENTAL-DATA HARDWARE EQ,102598
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,155,RENTAL OF PROPERTY,780518
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,157,RENTAL EQUIPMENT AND SERVICES,62797
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,159,LEASE/PURCHASE EQUIPMENT,2447596
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,162,REPAIR/MAINT EQUIPMENT,265419
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,166,DUES  SUBSC & MEM,5925
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,169,TECHNICAL MEETING COSTS,55420
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,172,INSURANCE PREMIUMS,1410
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,178,FREIGHT AND EXPRESS CHARGES,4860
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,181,MOBILE COMMUNICATION SERVICES,568725
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,190,TELEPHONE - CENTREX BILLINGS,582747
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,12970
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,245,REIMBURSEMENT TO TRAVELERS,3550
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,270,LOCAL TRANSPORTATION,13000
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,340,MATERIAL AND SUPPLIES,573910
LOCAL,0100,CORPORATE FUND,39,ELECTIONS,2005,ELECTION AND ADMIN DIVISION,350,STATIONERY AND OFFICE SUPPLIES,148380
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,5,SALARIES AND WAGES - ON PAYROLL,18759969
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,11,CONTRACT WAGE - SALARY,14058
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,15,SCHEDULE SALARY ADJUSTMENTS,90938
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,20,OVERTIME,80810
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,50,STIPENDS,43700
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,91,UNIFORM ALLOWANCE,11900
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,125,OFFICE AND BUILDING SERVICES,142090
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,130,POSTAGE,21000
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,135,DELEGATE AGENCIES,21133882
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,140,PROFESSIONAL AND TECHNICAL SERVICES,4883799
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,148,TESTING AND INSPECTING,2000
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,149,SOFTWARE MAINTENANCE AND LICENSING,23475
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,150,OUTSIDE GRAPHIC SERVICES,70000
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,159,LEASE/PURCHASE EQUIPMENT,153000
LOCAL,0100,CORPORATE FUND,41,HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,162,REPAIR/MAINT EQUIPMENT,17300
